"id_in_session","session_code","body"
4,"48b9jmgp","its quite long "
1,"48b9jmgp","kind of looks like a tie or a one piece bikini"
5,"48b9jmgp","okay"
2,"48b9jmgp","two antannae"
7,"48b9jmgp","yes"
1,"48b9jmgp","shall we call it tie?"
6,"48b9jmgp","i think thats the same as mine!"
4,"48b9jmgp","yes that is the same as mine "
2,"48b9jmgp","is it that one?"
1,"48b9jmgp","ok"
5,"48b9jmgp","it kinda looks like two swans"
3,"48b9jmgp","Does it have a curve in the ""handle"" part?"
5,"48b9jmgp","yes heart shape"
4,"48b9jmgp","shall we call it tie?"
2,"48b9jmgp","maybe looks like a shield?"
1,"48b9jmgp","yes"
7,"48b9jmgp","my figure 5"
2,"48b9jmgp","actually"
4,"48b9jmgp","nice "
4,"48b9jmgp","what does your figure 3 look like?"
9,"48b9jmgp","that is my figure 3"
7,"48b9jmgp","ok"
5,"48b9jmgp","figure 5 has spikey bits"
1,"48b9jmgp","3 is an hourglass shape crossed with a mountain shape"
6,"48b9jmgp","yes it does, it goes in slightly near the bottom"
2,"48b9jmgp","figure 3 yes"
3,"48b9jmgp","Yes that is also my figure 1 :)"
5,"48b9jmgp","yes"
4,"48b9jmgp","okay that is my figure 5"
5,"48b9jmgp","yes"
1,"48b9jmgp","ok"
6,"48b9jmgp","perfect! should we name it 'scythe'"
9,"48b9jmgp","should we name it antennae"
4,"48b9jmgp","shall we call that hourglass?"
2,"48b9jmgp","yes :)"
1,"48b9jmgp","yes we call it hourglass"
7,"48b9jmgp","that is my figure 3"
3,"48b9jmgp","Yes that's good with me"
5,"48b9jmgp","perfect"
9,"48b9jmgp","what does your figure 2 look like"
3,"48b9jmgp","How about your figure 2?"
4,"48b9jmgp","what does your figure 4 look like?"
7,"48b9jmgp","ok"
5,"48b9jmgp","i cant really make out what my figure 3 is"
1,"48b9jmgp","my figure 4 looks like a boomerang or a strange flag"
2,"48b9jmgp","it looks like an antannae"
7,"48b9jmgp","my figure 1 looks like a deer head"
1,"48b9jmgp","its a curved shape"
2,"48b9jmgp","lol"
7,"48b9jmgp","ok"
1,"48b9jmgp","points to the left"
5,"48b9jmgp","yes angel"
4,"48b9jmgp","does it have a circular chunk taken out of it "
1,"48b9jmgp","yea"
4,"48b9jmgp","thats my figure 3"
5,"48b9jmgp","is that all of them"
1,"48b9jmgp","great"
9,"48b9jmgp","is it spiky or rounded"
1,"48b9jmgp","shall we call it boomerang?"
4,"48b9jmgp","lets call it boomerang?"
7,"48b9jmgp","its my figure 1. what fig of yours is it?"
5,"48b9jmgp","okay cool good job"
1,"48b9jmgp","yes"
2,"48b9jmgp","rounded looks kinda like a heart in the middle"
4,"48b9jmgp","whats your figure 5?"
3,"48b9jmgp","Mine is a symmetrical shape, kind of like two worms coming out of the ground to talk to each other haha"
6,"48b9jmgp","I'm struggling a bit with describing this one, its curved at the bottom towards the right hand side "
6,"48b9jmgp","I think that is my figure 3!"
1,"48b9jmgp","it is two antenna leaning towards each other"
7,"48b9jmgp","ok my fig 1 is your fig 5"
6,"48b9jmgp","and it is pointed either side"
1,"48b9jmgp","symmetrical shape with a gap in the middle"
3,"48b9jmgp","Does the left hand side of yours look a bit like an elephant trunk maybe? for 2?"
4,"48b9jmgp","yh thats my figure 4 "
6,"48b9jmgp","yes it does "
1,"48b9jmgp","great"
4,"48b9jmgp","should we call it antenna?"
9,"48b9jmgp","should we name it heart"
1,"48b9jmgp","yes that sounds good"
2,"48b9jmgp","bit like a hat with two horns"
2,"48b9jmgp","yes"
3,"48b9jmgp","I think that is my figure 4"
4,"48b9jmgp","nice all done :)"
1,"48b9jmgp","great all done"
7,"48b9jmgp","great!"
1,"48b9jmgp","thanks!"
4,"48b9jmgp","good luck "
6,"48b9jmgp","maybe we could call that one elephant"
9,"48b9jmgp","what does your next figure look like"
3,"48b9jmgp","Yes for your figure 2 it can be elephant"
2,"48b9jmgp","an apron"
5,"48b9jmgp","hi"
3,"48b9jmgp","Hi there!"
4,"48b9jmgp","hi"
6,"48b9jmgp","hi!"
7,"48b9jmgp","hello"
6,"48b9jmgp","yes sure"
5,"48b9jmgp","my figure 1 is kinda spikey"
4,"48b9jmgp","what is your figure 1?"
3,"48b9jmgp","My figure 1 is a pointy shape, a bit like a giraffe head "
5,"48b9jmgp","it looks like a sheild"
9,"48b9jmgp","my figure one looks like a flag pointing to the left"
7,"48b9jmgp","that is my fig 2"
5,"48b9jmgp","okay got it"
3,"48b9jmgp","Shall we call it giraffe?"
7,"48b9jmgp","we can call it giraffe"
4,"48b9jmgp","does it look like an hourglass?"
7,"48b9jmgp","yes"
2,"48b9jmgp","hey"
6,"48b9jmgp","thats my figure one as well"
6,"48b9jmgp","and its pointed at either side?"
5,"48b9jmgp","describe ur next figure"
8,"48b9jmgp","hey"
4,"48b9jmgp","thats my figure 2"
3,"48b9jmgp","Great, my figure 2 is like two worms coming out of the ground to speak to eachother, symmetrical, or like an alien antennae"
4,"48b9jmgp","should we call that apron?"
9,"48b9jmgp","it looks like an hourglass with an m through it"
6,"48b9jmgp","yes sure!"
2,"48b9jmgp","there is one looks like a flag"
2,"48b9jmgp","or a sword pointing left"
7,"48b9jmgp","that is my figure 5"
4,"48b9jmgp","nice what does your figure 2 look like?"
5,"48b9jmgp","okay got it"
3,"48b9jmgp","Call it worms?"
6,"48b9jmgp","my figured two has two triangle shapes in the moddle"
7,"48b9jmgp","sure"
3,"48b9jmgp","My figure 3 is like a scythe I think"
4,"48b9jmgp","is it long and symetrical "
6,"48b9jmgp","i think thats my figure 3"
5,"48b9jmgp","is that ur figure 2 the hourglass ?"
3,"48b9jmgp","Points to the left"
6,"48b9jmgp","is it thinner at the bottom?"
4,"48b9jmgp","okay nice that is my figure 3"
9,"48b9jmgp","yes"
7,"48b9jmgp","that's also my figure 3"
3,"48b9jmgp","Curve on the handle part on the right"
7,"48b9jmgp","yes"
3,"48b9jmgp","awesome, scythe for that one?"
6,"48b9jmgp","yes thats figure three for me"
7,"48b9jmgp","yes"
8,"48b9jmgp","yes that is my figure 2, it has a half a circle cut out on the bottom"
5,"48b9jmgp","whats ur figure 3 look like"
4,"48b9jmgp","should we call it shield?"
9,"48b9jmgp","my next figure is two asymmetrical halves, one side looks like a tooth the other is rounded"
6,"48b9jmgp","yes perfect"
4,"48b9jmgp","yes "
3,"48b9jmgp","Figure 4 is an hourglass type of shape, M in middle"
8,"48b9jmgp","shall we call it sword?"
4,"48b9jmgp","what is your figure 3?"
6,"48b9jmgp","and my figure two has two triangles in the middle"
2,"48b9jmgp","yes sword is good"
6,"48b9jmgp","yes!"
4,"48b9jmgp","is it symetrical?"
7,"48b9jmgp","with lots of triangles? also my figure 4"
6,"48b9jmgp","perfect :)"
8,"48b9jmgp","great"
3,"48b9jmgp","Yes triangles too"
5,"48b9jmgp","what should i put that as tooth ?"
3,"48b9jmgp","Awesome I'll call it triangles"
4,"48b9jmgp","nice thats my fig 5"
7,"48b9jmgp","ok"
4,"48b9jmgp","should we call it bug?"
5,"48b9jmgp","it kinda looks like two swans to me"
2,"48b9jmgp","okay another looks like a shield"
3,"48b9jmgp","So 5 should be the elephant looking one"
3,"48b9jmgp","I'll call it elephant haha"
3,"48b9jmgp","Agree?"
6,"48b9jmgp","thats figure 5 for me!"
2,"48b9jmgp","two points at the top"
4,"48b9jmgp","go with antennae then "
9,"48b9jmgp","it looks like a half eaten apple to me"
7,"48b9jmgp","ok that's my fig 1"
6,"48b9jmgp","yes"
4,"48b9jmgp","what us your fig 4?"
3,"48b9jmgp","Awesome"
7,"48b9jmgp","yes"
5,"48b9jmgp","oo yeah ill put that"
3,"48b9jmgp","All accounted for :D "
7,"48b9jmgp","Yup!"
9,"48b9jmgp","my next figure is spiky comes to a point at the bottom"
8,"48b9jmgp","the one that has the thing dangling down that looks like a tie?"
4,"48b9jmgp","not symetricla right?"
2,"48b9jmgp","yeah thats it"
4,"48b9jmgp","yes that is my fig 1 "
5,"48b9jmgp","does it look like a shield to you ?"
6,"48b9jmgp","i know exactly what you mean lol, one part points out to the left?"
4,"48b9jmgp","should we call it angel?"
9,"48b9jmgp","yes"
8,"48b9jmgp","thats my figure 4, we can call it shield"
4,"48b9jmgp","what is your fig 5>"
5,"48b9jmgp","okay got it"
6,"48b9jmgp","happy to call that one angel!"
2,"48b9jmgp","yes brilliant"
9,"48b9jmgp","the last figure looks like antenna if you wanna put that"
4,"48b9jmgp","yes that is correct "
4,"48b9jmgp","yh flag sounds good to me "
2,"48b9jmgp","okay kinda looks like a elephant to me"
5,"48b9jmgp","okay"
6,"48b9jmgp","thank you!"
4,"48b9jmgp","yayyyyy "
4,"48b9jmgp",":)"
2,"48b9jmgp","a trunk looking left"
4,"48b9jmgp","good luck with your next game "
5,"48b9jmgp","good job we have got them all"
9,"48b9jmgp","awesome"
8,"48b9jmgp","yes it has like an upside down mermaid tail on top?"
6,"48b9jmgp","hi "
5,"48b9jmgp","hi"
3,"48b9jmgp","Hey there!"
4,"48b9jmgp","hi"
6,"48b9jmgp","start with my figure one?"
5,"48b9jmgp","yes"
4,"48b9jmgp","what does your fig 1 look like?"
3,"48b9jmgp","Shall we start from your figure 1 :) ?"
6,"48b9jmgp","it has two triangles in the middle pointing towards each other"
5,"48b9jmgp","hourglass ?"
6,"48b9jmgp","and sort of looks like an apron "
7,"48b9jmgp","like a shield with a handle"
4,"48b9jmgp","hello?"
7,"48b9jmgp","spiky at the top"
6,"48b9jmgp","or a shirt with a tie"
6,"48b9jmgp","yes!"
6,"48b9jmgp","thats the one"
4,"48b9jmgp","is is not symmetrical? "
3,"48b9jmgp","I have 2 symmetrical, the one with triangles is my figure 4"
5,"48b9jmgp","okay perfect"
5,"48b9jmgp","next one ?"
3,"48b9jmgp","Yes yes that's 4 for me"
3,"48b9jmgp","Go with hourglass?"
6,"48b9jmgp","my figure two sort of looks like a flag on a stick and points out towards the left"
5,"48b9jmgp","okay got it"
3,"48b9jmgp","Go for apron that's fine by me :)"
7,"48b9jmgp","which figure of yours looks like a shield or an elephant with a trunk?"
3,"48b9jmgp","Figure 2 for you? "
4,"48b9jmgp","yh thats my figure 5, should we call it shield "
7,"48b9jmgp","yes"
3,"48b9jmgp","Yes that's my figure 2 also "
4,"48b9jmgp","what does your fig 2 look like?"
5,"48b9jmgp","next one"
6,"48b9jmgp","and figure three sort of looks like an antena of a bug, has two shapes coming out that are almost meeting "
7,"48b9jmgp","my figure 2 looks like a bug antenna"
3,"48b9jmgp","Happy with antennae yep "
4,"48b9jmgp","yes that is my fig 3, so should we call it antenna "
7,"48b9jmgp","ok"
5,"48b9jmgp","is it kinds heart shaped"
6,"48b9jmgp","yes"
4,"48b9jmgp","what is your fig 3?"
3,"48b9jmgp","Like 9 pointy bits all around the edges?"
5,"48b9jmgp","got it"
3,"48b9jmgp","Yes also my figure 3"
6,"48b9jmgp","perfect"
7,"48b9jmgp","like a giraffe head"
3,"48b9jmgp","I'm happy to call that one shield"
4,"48b9jmgp","symmetrical right? "
6,"48b9jmgp","figure 4 sort of looks like a shield, its thinner at the bottom and has two pointed bits at the top"
7,"48b9jmgp","no"
5,"48b9jmgp","got it "
4,"48b9jmgp","oh does it point too the left?"
7,"48b9jmgp","not the scythe"
3,"48b9jmgp","I think that is my figure 5"
7,"48b9jmgp","looks like an axe head"
4,"48b9jmgp","is it spikey?"
6,"48b9jmgp","and then figure 5 sort of looks like the outline of an angel or something, it is rounded at the bottom "
3,"48b9jmgp","Yes angel is good"
5,"48b9jmgp","got them all good job]"
6,"48b9jmgp","thats great thanks"
7,"48b9jmgp","there a curve at the top"
4,"48b9jmgp","I think we have it wrong "
4,"48b9jmgp","your fig 1 is my fig 1 "
7,"48b9jmgp","no"
4,"48b9jmgp","and this one is fig 5 "
3,"48b9jmgp","Yes definitely my figure 1, curved towards the left and a tiny curve in the bottom right "
7,"48b9jmgp","my figure 1 has spike at the top"
7,"48b9jmgp","spikes"
3,"48b9jmgp","We can call it flag "
3,"48b9jmgp","yes sounds good "
4,"48b9jmgp","yes, mine is the same "
4,"48b9jmgp","so can you change iut "
3,"48b9jmgp","with a nice 20 seconds to spare too!"
4,"48b9jmgp","fi 3 = fig 5"
4,"48b9jmgp","hi"
6,"48b9jmgp","hi"
5,"48b9jmgp","hi "
4,"48b9jmgp","what is your fig 1?"
6,"48b9jmgp","should i start?"
8,"48b9jmgp","hi"
5,"48b9jmgp","my figure 1 looks like an hourglass"
4,"48b9jmgp","yes"
6,"48b9jmgp","its sort of like an hourglass shape with two triangles in the middle"
8,"48b9jmgp","thats my figure 2"
4,"48b9jmgp","yes that is my fig 1 too"
5,"48b9jmgp","perfect"
9,"48b9jmgp","hi!"
9,"48b9jmgp","my first figure looks like a flag pointing to the left"
4,"48b9jmgp","should we call it hourglass?"
6,"48b9jmgp","okay great "
6,"48b9jmgp","yes!"
4,"48b9jmgp","what is your fig 2?"
5,"48b9jmgp","my figure 2 is spikey and it kinda looks like a shield"
6,"48b9jmgp","my figure two sort of looks like a shield, its thinner at the bottom and has two pointed bits at the top "
9,"48b9jmgp","perfect. my second figure looks like an hourglass"
9,"48b9jmgp","with an m"
8,"48b9jmgp","thats my figure 5 we'll call it shield"
9,"48b9jmgp","yes"
5,"48b9jmgp","yes"
4,"48b9jmgp","thats my fig 4, should we call it shield?"
6,"48b9jmgp","yes great"
4,"48b9jmgp","what is your fig 3?"
5,"48b9jmgp","my figure 3 kinda looks like two bug antenna"
6,"48b9jmgp","my figure 3 sort of looks like a bug antenna, it has two shapes coming up that almost meet"
9,"48b9jmgp","cool. my third figure is two asymmetrical halves, kinda looks like a half eaten apple"
5,"48b9jmgp","its sort of heart shaped"
8,"48b9jmgp","thats my 3 also"
4,"48b9jmgp","yes that is my fig 3 as well, should we call it bug antenna?"
9,"48b9jmgp","thats my fourth one"
6,"48b9jmgp","yes sure"
4,"48b9jmgp","what is your fig 4?"
8,"48b9jmgp","we'll call it bug"
5,"48b9jmgp","okay"
6,"48b9jmgp","my figure 4 sort of looks like a flag on a stick, it points out to the left and is thinner at the bottom"
9,"48b9jmgp","sure!"
5,"48b9jmgp","or say bug antenna cause its not the whole bug"
8,"48b9jmgp","okay"
4,"48b9jmgp","do you think it looks like as scythe?"
6,"48b9jmgp","yes!"
5,"48b9jmgp","my figure 4 looks like a flag pointing to the left"
9,"48b9jmgp","one side of it looks like a tooth to me, it's weird"
6,"48b9jmgp","thats a better word for it lol"
4,"48b9jmgp","thats my fig 2, should we call it flag?"
8,"48b9jmgp","that is also my figure 4"
5,"48b9jmgp","perfect"
8,"48b9jmgp","shall we call it flag?"
5,"48b9jmgp","yes"
9,"48b9jmgp","i can see that"
6,"48b9jmgp","yes sure"
4,"48b9jmgp","what is your fig 5?"
5,"48b9jmgp","my figure 5 looks like an angel outline "
6,"48b9jmgp","and my figure 5 is the most unsymetrical one, its rounded at the bottom and sort of looks like a cut out of an angel "
8,"48b9jmgp","that is my figure 1 shall we call it angel?"
9,"48b9jmgp","cool"
5,"48b9jmgp","yes"
4,"48b9jmgp","yh that is my fig 5 too, should we call it angel?"
9,"48b9jmgp","that's my last one "
8,"48b9jmgp","great"
6,"48b9jmgp","yes sure"
8,"48b9jmgp","awesome job"
4,"48b9jmgp","nice all done!!!!!"
6,"48b9jmgp","thank you!!"
5,"48b9jmgp","good job"
4,"48b9jmgp","youre good at describing "
9,"48b9jmgp","yes"
6,"48b9jmgp","im glad you think that ahah, i was worried im not"
9,"48b9jmgp","yes!"
4,"48b9jmgp","good luck "
6,"48b9jmgp","thank you, you too"
8,"48b9jmgp","hi"
8,"48b9jmgp","yeah"
8,"48b9jmgp","my figure 5 looks like a sword"
8,"48b9jmgp","pointing to the left"
8,"48b9jmgp","yes!"
8,"48b9jmgp","we can name it flag"
8,"48b9jmgp","my figure 1 looks like a shield"
8,"48b9jmgp","yes that one"
8,"48b9jmgp","yes"
8,"48b9jmgp","my figure 2 looks like an hourglass"
8,"48b9jmgp","yes thats correct"
8,"48b9jmgp","yes"
8,"48b9jmgp","that is my figure 3"
8,"48b9jmgp","yes great"
8,"48b9jmgp","so that leaves my figure 4 yes I have heard that also"
8,"48b9jmgp","angel it is"
8,"48b9jmgp","great awesome job"
8,"48b9jmgp","awesome! "
8,"48b9jmgp","you too!"
7,"48b9jmgp","hi"
8,"48b9jmgp","hey!"
7,"48b9jmgp","my figure 1 looks like 2 worms"
8,"48b9jmgp","that is also my figure 1"
8,"48b9jmgp","shall we call it worm?"
7,"48b9jmgp","ok we can call it worms"
8,"48b9jmgp","yes"
7,"48b9jmgp","my figure 2 looks like a scythe"
8,"48b9jmgp","that is my figure 2 also!"
8,"48b9jmgp","scythe is good"
7,"48b9jmgp","ok great"
7,"48b9jmgp","my figure 3 looks like a shield with a handle at the bottom"
7,"48b9jmgp","the top has spikes"
8,"48b9jmgp","that is my figure 3 also!"
8,"48b9jmgp","shield is good"
7,"48b9jmgp","ok"
7,"48b9jmgp","my fig 4 looks like a giraffe head"
8,"48b9jmgp","is that the one with the mermaid tail shape on top?"
7,"48b9jmgp","yes"
8,"48b9jmgp","that is my figure 5"
7,"48b9jmgp","like an axe head"
7,"48b9jmgp","ok"
8,"48b9jmgp","yes axe head is good"
8,"48b9jmgp","so that leaves my figure 4 which looks like an hourglass"
7,"48b9jmgp","yup thats my fig 5"
8,"48b9jmgp","great!"
8,"48b9jmgp","thought they were all going to be the same for a second"
7,"48b9jmgp","lol yes me too"
8,"48b9jmgp","great we did it!"
7,"48b9jmgp","yes!"
1,"ot0ui8sk","Hey"
1,"ot0ui8sk","You can start"
1,"ot0ui8sk","That looks like my figure 5"
1,"ot0ui8sk","Sure"
1,"ot0ui8sk","That is my figure 2 for sure"
1,"ot0ui8sk","shield?"
1,"ot0ui8sk","My figure 1 looks like that"
1,"ot0ui8sk","heart?"
1,"ot0ui8sk","Okay, antennae"
1,"ot0ui8sk","Does it look a bit like a scythe?"
1,"ot0ui8sk","That'll be my figure 3"
1,"ot0ui8sk","Yup"
1,"ot0ui8sk","A bit like a leaf?"
1,"ot0ui8sk","I guess my figure 4 looks like that"
1,"ot0ui8sk","Hey"
2,"ot0ui8sk","hi"
1,"ot0ui8sk","Sure"
2,"ot0ui8sk","go on"
2,"ot0ui8sk","what does your fig 1 look like"
2,"ot0ui8sk","sorry ok"
1,"ot0ui8sk","Looks like my figure 3"
2,"ot0ui8sk","an apron with a triangle at the top"
2,"ot0ui8sk","?"
1,"ot0ui8sk","Sure"
2,"ot0ui8sk","ok thats fig 3 for me"
2,"ot0ui8sk","yes"
1,"ot0ui8sk","Like a scythe?"
1,"ot0ui8sk","That's my figure 2"
2,"ot0ui8sk","what does it look like?"
1,"ot0ui8sk","Okay, flag it is"
2,"ot0ui8sk","looks a little like an anchor?"
1,"ot0ui8sk","My figure 1 has all those triangles"
2,"ot0ui8sk","has pointy edges at the bottom"
1,"ot0ui8sk","Yup"
2,"ot0ui8sk","yes thats fig 1 for me"
2,"ot0ui8sk","ok yes"
1,"ot0ui8sk","That sounds the same as my figure 4"
2,"ot0ui8sk","yes i see that"
2,"ot0ui8sk","thats fig 4 for me"
1,"ot0ui8sk","Sounds good"
2,"ot0ui8sk","ok lets go with that"
2,"ot0ui8sk","yes i see that"
1,"ot0ui8sk","Figure 5 looks like what you're explaining"
2,"ot0ui8sk","thats fig 2 for me"
1,"ot0ui8sk","Sure"
2,"ot0ui8sk","yes go with that"
1,"ot0ui8sk","Ikr xD"
1,"ot0ui8sk","Quick finish"
2,"ot0ui8sk","i see or a horse head and neck"
2,"ot0ui8sk","thats fig 5 for me"
2,"ot0ui8sk","hi"
3,"ot0ui8sk","Hello"
2,"ot0ui8sk","what do you see start with your fig 1"
3,"ot0ui8sk","Sure"
1,"ot0ui8sk","Hey"
2,"ot0ui8sk","yes i see it"
2,"ot0ui8sk","thats fig 5 for me"
2,"ot0ui8sk","yes "
3,"ot0ui8sk","I believe that one is figure 3 for me"
1,"ot0ui8sk","Ready to get started?"
2,"ot0ui8sk","whats next"
3,"ot0ui8sk","is the top area of it like an upside down triangle shape?"
3,"ot0ui8sk","yes"
3,"ot0ui8sk","and another triangle below"
1,"ot0ui8sk","I'll just explain my figures"
3,"ot0ui8sk","yes that is figure 3 for me"
2,"ot0ui8sk","or a horse head and neck"
2,"ot0ui8sk","?"
3,"ot0ui8sk","sure"
1,"ot0ui8sk","My figure 1 looks like a scythe, or a flag"
9,"ot0ui8sk","Hello. My fugure 1 looks like a dress sort of, it has two triangles together"
2,"ot0ui8sk","yeah thats fig 2 for me"
3,"ot0ui8sk","that one is figure 4 for me"
2,"ot0ui8sk","yes thats good"
3,"ot0ui8sk","yeah that sounds good"
1,"ot0ui8sk","Okay, neat"
1,"ot0ui8sk","What should we call it?"
2,"ot0ui8sk","yeah thats fig 1 for me"
3,"ot0ui8sk","kind of looks like a key to me"
3,"ot0ui8sk","without the teeth"
3,"ot0ui8sk","if you know what i mean"
2,"ot0ui8sk","thats good"
3,"ot0ui8sk","that one?"
3,"ot0ui8sk","figure 1 for me"
3,"ot0ui8sk","yeah"
1,"ot0ui8sk","Dress?"
3,"ot0ui8sk","sure we can call it shield"
3,"ot0ui8sk","if you want"
2,"ot0ui8sk","thats fig 4 for me"
9,"ot0ui8sk","your figure 1 is my figure 5 then. It looks kike a curved blade"
9,"ot0ui8sk","lets call my figure 1 a dress"
2,"ot0ui8sk","yes flag is good"
2,"ot0ui8sk","thats fig 3 for me"
1,"ot0ui8sk","We can call your figure 5 blade"
1,"ot0ui8sk","Okay"
2,"ot0ui8sk","yes"
3,"ot0ui8sk","that one kind of looks like hair of a cartoon character to me lol"
3,"ot0ui8sk","there is like an ear cutout shape on the part that's going down"
2,"ot0ui8sk","great"
3,"ot0ui8sk","figure 2 for me"
3,"ot0ui8sk","what would you like to call it?"
2,"ot0ui8sk","excellent work"
3,"ot0ui8sk","sure"
9,"ot0ui8sk","Okay, my figure1 dress and my figure 5 blade"
1,"ot0ui8sk","Sounds good"
3,"ot0ui8sk","yeah it is"
3,"ot0ui8sk","not sure what i'd call it"
1,"ot0ui8sk","My figure 2 looks a bit like a deformed leaf?"
3,"ot0ui8sk","that works, doesn't look like anything in particular to me"
3,"ot0ui8sk","figure 5 for me"
9,"ot0ui8sk","y figure 3 looks like two ducks kissing, forming a heart like shape"
3,"ot0ui8sk","yeah"
1,"ot0ui8sk","That is also my figure 3"
3,"ot0ui8sk","have a good one!"
1,"ot0ui8sk","We can call it heart if you want?"
9,"ot0ui8sk","Your deformed leaf, describe it further"
3,"ot0ui8sk","hi"
2,"ot0ui8sk","hi"
1,"ot0ui8sk","Hey"
4,"ot0ui8sk","hey!"
2,"ot0ui8sk","anyone there"
7,"ot0ui8sk","hi"
3,"ot0ui8sk","are you here?"
7,"ot0ui8sk","yep"
1,"ot0ui8sk","My figure 1 looks like a blade, or scythe?"
5,"ot0ui8sk","My figure 1 has two triangles."
2,"ot0ui8sk","hello"
6,"ot0ui8sk","yes i am sorry i was reading the instructions"
3,"ot0ui8sk","ok"
9,"ot0ui8sk","hi. descibe your figure 1"
4,"ot0ui8sk","like the top part?"
6,"ot0ui8sk","okay so"
1,"ot0ui8sk","Yeah, the top part is like a curved blade"
7,"ot0ui8sk","that's my figure 1 too"
5,"ot0ui8sk","Yes, similar to an apron"
2,"ot0ui8sk","my fig 1 looks like a unnsymmetrical angel"
4,"ot0ui8sk","okay, that's my figure 4"
1,"ot0ui8sk","And the bottom is curved in the center"
3,"ot0ui8sk","you can describe one and ill let you know what one looks like it on mine"
7,"ot0ui8sk","alright"
1,"ot0ui8sk","Okay, what should we call it?"
2,"ot0ui8sk","with a longer left arm that rught"
4,"ot0ui8sk","blade"
5,"ot0ui8sk","Sure, apron sounds good"
3,"ot0ui8sk","we have a bit over 4 minutes"
6,"ot0ui8sk","okay"
1,"ot0ui8sk","Okay"
2,"ot0ui8sk","right*"
6,"ot0ui8sk","one looks like a magnet"
7,"ot0ui8sk","that's my figure 4"
9,"ot0ui8sk","my figure 3 looks like two ducks kissing forming a hearr shape. What number is that?"
1,"ot0ui8sk","My figure 2 looks like a deformed leaf?"
3,"ot0ui8sk","uh does it kind of look like antennas?"
5,"ot0ui8sk","My figure 2 has an appearance of 2 swans"
7,"ot0ui8sk","yep"
3,"ot0ui8sk","like on a bug's head"
2,"ot0ui8sk","k lets go with yours"
6,"ot0ui8sk","yes"
2,"ot0ui8sk","whats your fig 1"
3,"ot0ui8sk","ok that is figure 1 for me"
2,"ot0ui8sk","?"
6,"ot0ui8sk","same"
3,"ot0ui8sk","we can call it magnet"
9,"ot0ui8sk","your figure 1 is also my figure 1"
3,"ot0ui8sk","if you'd like"
2,"ot0ui8sk","describe it"
6,"ot0ui8sk","sure no problem"
4,"ot0ui8sk","is it symmetrical?"
9,"ot0ui8sk","we can call figure 1 angel"
3,"ot0ui8sk","let me know the next one"
1,"ot0ui8sk","No"
2,"ot0ui8sk","yes"
2,"ot0ui8sk","k describe your fig 2"
1,"ot0ui8sk","One side is bigger than the other"
5,"ot0ui8sk","My figure 2 that has an appearance of 2 swans also looks like it could be a table trinket"
6,"ot0ui8sk","the other one looks like an animal's head"
7,"ot0ui8sk","most unsymmetrical one is figure 5 for me"
4,"ot0ui8sk","does it have a line that sticks out at the bottom?"
9,"ot0ui8sk","figure 2 looks like a dress. What nuber is that for you?"
4,"ot0ui8sk","just a bit?"
3,"ot0ui8sk","is the bottom part long?"
1,"ot0ui8sk","Yup"
7,"ot0ui8sk","wait"
6,"ot0ui8sk","yes"
3,"ot0ui8sk","symmetrical figure?"
5,"ot0ui8sk","Yes, heart shaped"
3,"ot0ui8sk","if so figure 4 for me"
6,"ot0ui8sk","correct"
7,"ot0ui8sk","it's figure 3"
4,"ot0ui8sk","okay that's my figure 2 as well"
2,"ot0ui8sk","does it look like an apron with a triangle at the top?"
3,"ot0ui8sk","ok"
5,"ot0ui8sk","How about Swan Hearts?"
3,"ot0ui8sk","we can call it animal head"
1,"ot0ui8sk","What should we call it?"
7,"ot0ui8sk","bottom side is a bit round"
6,"ot0ui8sk","okay"
4,"ot0ui8sk","let's call it leaf lol"
9,"ot0ui8sk","yes. Lets call it dress"
7,"ot0ui8sk","ok"
1,"ot0ui8sk","Okay lol"
2,"ot0ui8sk","ok thats fig 2 for me"
5,"ot0ui8sk","My figure 3 looks like a sword"
7,"ot0ui8sk","figure 2"
3,"ot0ui8sk","next?"
1,"ot0ui8sk","My figure 3 is a lot of triangles together"
6,"ot0ui8sk","figure 4 has an upside down triangle on the upper part"
3,"ot0ui8sk","ok that is figure 3 for me"
2,"ot0ui8sk","what does you fig 3 look like?"
3,"ot0ui8sk","looks something like an apron?"
9,"ot0ui8sk","what is your fig 3"
3,"ot0ui8sk","kind of"
5,"ot0ui8sk","Yes, how about we call it Sword?"
3,"ot0ui8sk","to me"
4,"ot0ui8sk","is it kind of shaped like an hourglass?"
6,"ot0ui8sk","yes "
1,"ot0ui8sk","Yes"
5,"ot0ui8sk","We can call it shield"
7,"ot0ui8sk","figure 5 for me as well"
3,"ot0ui8sk","apron is a good name i think"
4,"ot0ui8sk","and the bottom overlaps on the top?"
1,"ot0ui8sk","Yup"
5,"ot0ui8sk","My figure 4 looks like maybe a broken knife?"
7,"ot0ui8sk","yes"
5,"ot0ui8sk","Yes, that is my figure 5"
2,"ot0ui8sk","mine looks like a shield with four spikes at the top"
3,"ot0ui8sk","we have 1 minute left"
4,"ot0ui8sk","great, that's my figure 3 as well"
9,"ot0ui8sk","my figure 3 looks like two ducks kissing forming a hearr shape. What number is that"
3,"ot0ui8sk","if we figure out 1 of the last 2 then we will know the other atleast"
7,"ot0ui8sk","yeppiiii"
3,"ot0ui8sk","by default"
1,"ot0ui8sk","Name for this one?"
6,"ot0ui8sk","fig 5 looks like a knife"
