"id_in_session","session_code","body","body_lemma","network"
8,"48b9jmgp","yes","yes","random"
8,"48b9jmgp","my figure 2 looks like an hourglass","figure look like hourglass","random"
8,"48b9jmgp","yes thats correct","yes thats correct","random"
8,"48b9jmgp","yes","yes","random"
8,"48b9jmgp","that is my figure 3","figure","random"
8,"48b9jmgp","yes great","yes great","random"
8,"48b9jmgp","so that leaves my figure 4 yes I have heard that also","leave figure yes hear also","random"
8,"48b9jmgp","angel it is","angel","random"
8,"48b9jmgp","great awesome job","great awesome job","random"
8,"48b9jmgp","awesome! ","awesome","random"
8,"48b9jmgp","you too!","","random"
7,"48b9jmgp","hi","hello","random"
8,"48b9jmgp","hey!","hey","random"
7,"48b9jmgp","my figure 1 looks like 2 worms","figure look like worm","random"
8,"48b9jmgp","that is also my figure 1","also figure","random"
8,"48b9jmgp","shall we call it worm?","shall call worm","random"
7,"48b9jmgp","ok we can call it worms","okay can call worm","random"
8,"48b9jmgp","yes","yes","random"
7,"48b9jmgp","my figure 2 looks like a scythe","figure look like scythe","random"
8,"48b9jmgp","that is my figure 2 also!","figure also","random"
8,"48b9jmgp","scythe is good","scythe good","random"
7,"48b9jmgp","ok great","okay great","random"
7,"48b9jmgp","my figure 3 looks like a shield with a handle at the bottom","figure look like shield handle bottom","random"
7,"48b9jmgp","the top has spikes","top spike","random"
8,"48b9jmgp","that is my figure 3 also!","figure also","random"
8,"48b9jmgp","shield is good","shield good","random"
7,"48b9jmgp","ok","okay","random"
7,"48b9jmgp","my fig 4 looks like a giraffe head","fig look like giraffe head","random"
8,"48b9jmgp","is that the one with the mermaid tail shape on top?","one mermaid tail shape top","random"
7,"48b9jmgp","yes","yes","random"
8,"48b9jmgp","that is my figure 5","figure","random"
7,"48b9jmgp","like an axe head","like axe head","random"
7,"48b9jmgp","ok","okay","random"
8,"48b9jmgp","yes axe head is good","yes axe head good","random"
8,"48b9jmgp","so that leaves my figure 4 which looks like an hourglass","leave figure look like hourglass","random"
7,"48b9jmgp","yup thats my fig 5","yup thats fig","random"
8,"48b9jmgp","great!","great","random"
8,"48b9jmgp","thought they were all going to be the same for a second","think go 2","random"
7,"48b9jmgp","lol yes me too","lol yes","random"
8,"48b9jmgp","great we did it!","great","random"
7,"48b9jmgp","yes!","yes","random"
1,"ot0ui8sk","Hey","hey","random"
1,"ot0ui8sk","You can start","can start","random"
1,"ot0ui8sk","That looks like my figure 5","look like figure","random"
1,"ot0ui8sk","Sure","sure","random"
1,"ot0ui8sk","That is my figure 2 for sure","figure sure","random"
1,"ot0ui8sk","shield?","shield","random"
1,"ot0ui8sk","My figure 1 looks like that","figure look like","random"
1,"ot0ui8sk","heart?","heart","random"
1,"ot0ui8sk","Okay, antennae","okay antenna","random"
1,"ot0ui8sk","Does it look a bit like a scythe?","look bite like scythe","random"
1,"ot0ui8sk","That'll be my figure 3","thatll figure","random"
1,"ot0ui8sk","Yup","yup","random"
1,"ot0ui8sk","A bit like a leaf?","bite like leaf","random"
1,"ot0ui8sk","I guess my figure 4 looks like that","guess figure look like","random"
1,"ot0ui8sk","Hey","hey","random"
2,"ot0ui8sk","hi","hello","random"
1,"ot0ui8sk","Sure","sure","random"
2,"ot0ui8sk","go on","go","random"
2,"ot0ui8sk","what does your fig 1 look like","fig look like","random"
2,"ot0ui8sk","sorry ok","sorry okay","random"
1,"ot0ui8sk","Looks like my figure 3","look like figure","random"
2,"ot0ui8sk","an apron with a triangle at the top","apron triangle top","random"
2,"ot0ui8sk","?","","random"
1,"ot0ui8sk","Sure","sure","random"
2,"ot0ui8sk","ok thats fig 3 for me","okay thats fig","random"
2,"ot0ui8sk","yes","yes","random"
1,"ot0ui8sk","Like a scythe?","like scythe","random"
1,"ot0ui8sk","That's my figure 2","thats figure","random"
2,"ot0ui8sk","what does it look like?","look like","random"
1,"ot0ui8sk","Okay, flag it is","okay flag","random"
2,"ot0ui8sk","looks a little like an anchor?","look little like anchor","random"
1,"ot0ui8sk","My figure 1 has all those triangles","figure triangle","random"
2,"ot0ui8sk","has pointy edges at the bottom","pointy edge bottom","random"
1,"ot0ui8sk","Yup","yup","random"
2,"ot0ui8sk","yes thats fig 1 for me","yes thats fig","random"
2,"ot0ui8sk","ok yes","okay yes","random"
1,"ot0ui8sk","That sounds the same as my figure 4","sound figure","random"
2,"ot0ui8sk","yes i see that","yes see","random"
2,"ot0ui8sk","thats fig 4 for me","thats fig","random"
1,"ot0ui8sk","Sounds good","sound good","random"
2,"ot0ui8sk","ok lets go with that","okay let go","random"
2,"ot0ui8sk","yes i see that","yes see","random"
1,"ot0ui8sk","Figure 5 looks like what you're explaining","figure look like youre explain","random"
2,"ot0ui8sk","thats fig 2 for me","thats fig","random"
1,"ot0ui8sk","Sure","sure","random"
2,"ot0ui8sk","yes go with that","yes go","random"
1,"ot0ui8sk","Ikr xD","ikr xd","random"
1,"ot0ui8sk","Quick finish","quick finish","random"
2,"ot0ui8sk","i see or a horse head and neck","see horse head neck","random"
2,"ot0ui8sk","thats fig 5 for me","thats fig","random"
2,"ot0ui8sk","hi","hello","random"
3,"ot0ui8sk","Hello","hello","random"
2,"ot0ui8sk","what do you see start with your fig 1","see start fig","random"
3,"ot0ui8sk","Sure","sure","random"
1,"ot0ui8sk","Hey","hey","random"
2,"ot0ui8sk","yes i see it","yes see","random"
2,"ot0ui8sk","thats fig 5 for me","thats fig","random"
2,"ot0ui8sk","yes ","yes","random"
3,"ot0ui8sk","I believe that one is figure 3 for me","believe one figure","random"
1,"ot0ui8sk","Ready to get started?","ready get start","random"
2,"ot0ui8sk","whats next","whats next","random"
3,"ot0ui8sk","is the top area of it like an upside down triangle shape?","top area like upside triangle shape","random"
3,"ot0ui8sk","yes","yes","random"
3,"ot0ui8sk","and another triangle below","another triangle","random"
1,"ot0ui8sk","I'll just explain my figures","ill just explain figure","random"
3,"ot0ui8sk","yes that is figure 3 for me","yes figure","random"
2,"ot0ui8sk","or a horse head and neck","horse head neck","random"
2,"ot0ui8sk","?","","random"
3,"ot0ui8sk","sure","sure","random"
1,"ot0ui8sk","My figure 1 looks like a scythe, or a flag","figure look like scythe flag","random"
9,"ot0ui8sk","Hello. My fugure 1 looks like a dress sort of, it has two triangles together","hello fugure look like dress sort two triangle together","random"
2,"ot0ui8sk","yeah thats fig 2 for me","yes thats fig","random"
3,"ot0ui8sk","that one is figure 4 for me","one figure","random"
2,"ot0ui8sk","yes thats good","yes thats good","random"
3,"ot0ui8sk","yeah that sounds good","yes sound good","random"
1,"ot0ui8sk","Okay, neat","okay neat","random"
1,"ot0ui8sk","What should we call it?","call","random"
2,"ot0ui8sk","yeah thats fig 1 for me","yes thats fig","random"
3,"ot0ui8sk","kind of looks like a key to me","kind look like key","random"
3,"ot0ui8sk","without the teeth","without tooth","random"
3,"ot0ui8sk","if you know what i mean","know mean","random"
2,"ot0ui8sk","thats good","thats good","random"
3,"ot0ui8sk","that one?","one","random"
3,"ot0ui8sk","figure 1 for me","figure","random"
3,"ot0ui8sk","yeah","yes","random"
1,"ot0ui8sk","Dress?","dress","random"
3,"ot0ui8sk","sure we can call it shield","sure can call shield","random"
3,"ot0ui8sk","if you want","want","random"
2,"ot0ui8sk","thats fig 4 for me","thats fig","random"
9,"ot0ui8sk","your figure 1 is my figure 5 then. It looks kike a curved blade","figure figure look kike curve blade","random"
9,"ot0ui8sk","lets call my figure 1 a dress","let call figure dress","random"
2,"ot0ui8sk","yes flag is good","yes flag good","random"
2,"ot0ui8sk","thats fig 3 for me","thats fig","random"
1,"ot0ui8sk","We can call your figure 5 blade","can call figure blade","random"
1,"ot0ui8sk","Okay","okay","random"
2,"ot0ui8sk","yes","yes","random"
3,"ot0ui8sk","that one kind of looks like hair of a cartoon character to me lol","one kind look like hair cartoon character lol","random"
3,"ot0ui8sk","there is like an ear cutout shape on the part that's going down","like ear cutout shape part thats go","random"
2,"ot0ui8sk","great","great","random"
3,"ot0ui8sk","figure 2 for me","figure","random"
3,"ot0ui8sk","what would you like to call it?","like call","random"
2,"ot0ui8sk","excellent work","excellent work","random"
3,"ot0ui8sk","sure","sure","random"
9,"ot0ui8sk","Okay, my figure1 dress and my figure 5 blade","okay figure dress figure blade","random"
1,"ot0ui8sk","Sounds good","sound good","random"
3,"ot0ui8sk","yeah it is","yes","random"
3,"ot0ui8sk","not sure what i'd call it","sure id call","random"
1,"ot0ui8sk","My figure 2 looks a bit like a deformed leaf?","figure look bite like deform leaf","random"
3,"ot0ui8sk","that works, doesn't look like anything in particular to me","work doesnt look like anything particular","random"
3,"ot0ui8sk","figure 5 for me","figure","random"
9,"ot0ui8sk","y figure 3 looks like two ducks kissing, forming a heart like shape","y figure look like two duck kiss form heart like shape","random"
3,"ot0ui8sk","yeah","yes","random"
1,"ot0ui8sk","That is also my figure 3","also figure","random"
3,"ot0ui8sk","have a good one!","good one","random"
1,"ot0ui8sk","We can call it heart if you want?","can call heart want","random"
9,"ot0ui8sk","Your deformed leaf, describe it further","deform leaf describe","random"
3,"ot0ui8sk","hi","hello","random"
2,"ot0ui8sk","hi","hello","random"
1,"ot0ui8sk","Hey","hey","random"
4,"ot0ui8sk","hey!","hey","random"
2,"ot0ui8sk","anyone there","anyone","random"
7,"ot0ui8sk","hi","hello","random"
3,"ot0ui8sk","are you here?","","random"
7,"ot0ui8sk","yep","yep","random"
1,"ot0ui8sk","My figure 1 looks like a blade, or scythe?","figure look like blade scythe","random"
5,"ot0ui8sk","My figure 1 has two triangles.","figure two triangle","random"
2,"ot0ui8sk","hello","hello","random"
6,"ot0ui8sk","yes i am sorry i was reading the instructions","yes sorry read instruction","random"
3,"ot0ui8sk","ok","okay","random"
9,"ot0ui8sk","hi. descibe your figure 1","hello descibe figure","random"
4,"ot0ui8sk","like the top part?","like top part","random"
6,"ot0ui8sk","okay so","okay","random"
1,"ot0ui8sk","Yeah, the top part is like a curved blade","yes top part like curve blade","random"
7,"ot0ui8sk","that's my figure 1 too","thats figure","random"
5,"ot0ui8sk","Yes, similar to an apron","yes similar apron","random"
2,"ot0ui8sk","my fig 1 looks like a unnsymmetrical angel","fig look like unnsymmetrical angel","random"
4,"ot0ui8sk","okay, that's my figure 4","okay thats figure","random"
1,"ot0ui8sk","And the bottom is curved in the center","bottom curve center","random"
3,"ot0ui8sk","you can describe one and ill let you know what one looks like it on mine","can describe one ill let know one look like mine","random"
7,"ot0ui8sk","alright","alright","random"
1,"ot0ui8sk","Okay, what should we call it?","okay call","random"
2,"ot0ui8sk","with a longer left arm that rught","long leave arm rught","random"
4,"ot0ui8sk","blade","blade","random"
5,"ot0ui8sk","Sure, apron sounds good","sure apron sound good","random"
3,"ot0ui8sk","we have a bit over 4 minutes","bite minute","random"
6,"ot0ui8sk","okay","okay","random"
1,"ot0ui8sk","Okay","okay","random"
2,"ot0ui8sk","right*","right","random"
6,"ot0ui8sk","one looks like a magnet","one look like magnet","random"
7,"ot0ui8sk","that's my figure 4","thats figure","random"
9,"ot0ui8sk","my figure 3 looks like two ducks kissing forming a hearr shape. What number is that?","figure look like two duck kiss form hearr shape numb","random"
1,"ot0ui8sk","My figure 2 looks like a deformed leaf?","figure look like deform leaf","random"
3,"ot0ui8sk","uh does it kind of look like antennas?","uh kind look like antenna","random"
5,"ot0ui8sk","My figure 2 has an appearance of 2 swans","figure appearance swan","random"
7,"ot0ui8sk","yep","yep","random"
3,"ot0ui8sk","like on a bug's head","like bug head","random"
2,"ot0ui8sk","k lets go with yours","k let go","random"
6,"ot0ui8sk","yes","yes","random"
2,"ot0ui8sk","whats your fig 1","whats fig","random"
3,"ot0ui8sk","ok that is figure 1 for me","okay figure","random"
2,"ot0ui8sk","?","","random"
6,"ot0ui8sk","same","","random"
3,"ot0ui8sk","we can call it magnet","can call magnet","random"
9,"ot0ui8sk","your figure 1 is also my figure 1","figure also figure","random"
3,"ot0ui8sk","if you'd like","youd like","random"
2,"ot0ui8sk","describe it","describe","random"
6,"ot0ui8sk","sure no problem","sure problem","random"
4,"ot0ui8sk","is it symmetrical?","symmetrical","random"
9,"ot0ui8sk","we can call figure 1 angel","can call figure angel","random"
3,"ot0ui8sk","let me know the next one","let know next one","random"
1,"ot0ui8sk","No","","random"
2,"ot0ui8sk","yes","yes","random"
2,"ot0ui8sk","k describe your fig 2","k describe fig","random"
1,"ot0ui8sk","One side is bigger than the other","one side big","random"
5,"ot0ui8sk","My figure 2 that has an appearance of 2 swans also looks like it could be a table trinket","figure appearance swan also look like table trinket","random"
6,"ot0ui8sk","the other one looks like an animal's head","one look like animal head","random"
7,"ot0ui8sk","most unsymmetrical one is figure 5 for me","unsymmetrical one figure","random"
4,"ot0ui8sk","does it have a line that sticks out at the bottom?","line stick bottom","random"
9,"ot0ui8sk","figure 2 looks like a dress. What nuber is that for you?","figure look like dress nuber","random"
4,"ot0ui8sk","just a bit?","just bite","random"
3,"ot0ui8sk","is the bottom part long?","bottom part long","random"
1,"ot0ui8sk","Yup","yup","random"
7,"ot0ui8sk","wait","wait","random"
6,"ot0ui8sk","yes","yes","random"
3,"ot0ui8sk","symmetrical figure?","symmetrical figure","random"
5,"ot0ui8sk","Yes, heart shaped","yes heart shape","random"
3,"ot0ui8sk","if so figure 4 for me","figure","random"
6,"ot0ui8sk","correct","correct","random"
7,"ot0ui8sk","it's figure 3","figure","random"
4,"ot0ui8sk","okay that's my figure 2 as well","okay thats figure good","random"
2,"ot0ui8sk","does it look like an apron with a triangle at the top?","look like apron triangle top","random"
3,"ot0ui8sk","ok","okay","random"
5,"ot0ui8sk","How about Swan Hearts?","swan heart","random"
3,"ot0ui8sk","we can call it animal head","can call animal head","random"
1,"ot0ui8sk","What should we call it?","call","random"
7,"ot0ui8sk","bottom side is a bit round","bottom side bite round","random"
6,"ot0ui8sk","okay","okay","random"
4,"ot0ui8sk","let's call it leaf lol","let call leaf lol","random"
9,"ot0ui8sk","yes. Lets call it dress","yes let call dress","random"
7,"ot0ui8sk","ok","okay","random"
1,"ot0ui8sk","Okay lol","okay lol","random"
2,"ot0ui8sk","ok thats fig 2 for me","okay thats fig","random"
5,"ot0ui8sk","My figure 3 looks like a sword","figure look like sword","random"
7,"ot0ui8sk","figure 2","figure","random"
3,"ot0ui8sk","next?","next","random"
1,"ot0ui8sk","My figure 3 is a lot of triangles together","figure lot triangle together","random"
6,"ot0ui8sk","figure 4 has an upside down triangle on the upper part","figure upside triangle upper part","random"
3,"ot0ui8sk","ok that is figure 3 for me","okay figure","random"
2,"ot0ui8sk","what does you fig 3 look like?","fig look like","random"
3,"ot0ui8sk","looks something like an apron?","look something like apron","random"
9,"ot0ui8sk","what is your fig 3","fig","random"
3,"ot0ui8sk","kind of","kind","random"
5,"ot0ui8sk","Yes, how about we call it Sword?","yes call sword","random"
3,"ot0ui8sk","to me","","random"
4,"ot0ui8sk","is it kind of shaped like an hourglass?","kind shape like hourglass","random"
6,"ot0ui8sk","yes ","yes","random"
1,"ot0ui8sk","Yes","yes","random"
5,"ot0ui8sk","We can call it shield","can call shield","random"
7,"ot0ui8sk","figure 5 for me as well","figure good","random"
3,"ot0ui8sk","apron is a good name i think","apron good name think","random"
4,"ot0ui8sk","and the bottom overlaps on the top?","bottom overlap top","random"
1,"ot0ui8sk","Yup","yup","random"
5,"ot0ui8sk","My figure 4 looks like maybe a broken knife?","figure look like maybe break knife","random"
7,"ot0ui8sk","yes","yes","random"
5,"ot0ui8sk","Yes, that is my figure 5","yes figure","random"
2,"ot0ui8sk","mine looks like a shield with four spikes at the top","mine look like shield four spike top","random"
3,"ot0ui8sk","we have 1 minute left","minute leave","random"
4,"ot0ui8sk","great, that's my figure 3 as well","great thats figure good","random"
9,"ot0ui8sk","my figure 3 looks like two ducks kissing forming a hearr shape. What number is that","figure look like two duck kiss form hearr shape numb","random"
3,"ot0ui8sk","if we figure out 1 of the last 2 then we will know the other atleast","figure last will know atleast","random"
7,"ot0ui8sk","yeppiiii","yeppiiii","random"
3,"ot0ui8sk","by default","default","random"
1,"ot0ui8sk","Name for this one?","name one","random"
6,"ot0ui8sk","fig 5 looks like a knife","fig look like knife","random"
4,"ot0ui8sk","let's call it hourglass","let call hourglass","random"
5,"ot0ui8sk","Can we call that Flying Angel?","can call fly angel","random"
1,"ot0ui8sk","Alright","alright","random"
3,"ot0ui8sk","ok that is figure 5 for me also","okay figure also","random"
9,"ot0ui8sk","okay, your fig 3 is my 4","okay fig","random"
3,"ot0ui8sk","we can call it knife","can call knife","random"
2,"ot0ui8sk","thats my fig 4 - two ducks kissing","thats fig two duck kiss","random"
6,"ot0ui8sk","sure","sure","random"
3,"ot0ui8sk","then the last one for me would be figure 2","last one figure","random"
3,"ot0ui8sk","for whatever is left","whatever leave","random"
1,"ot0ui8sk","My 4 looks like antennae","look like antenna","random"
5,"ot0ui8sk","Ok, Angel","okay angel","random"
3,"ot0ui8sk","you can call it whatever you'd like","can call whatever youd like","random"
2,"ot0ui8sk","what should we call it kissing?","call kiss","random"
5,"ot0ui8sk","Last figure, figure 4","last figure figure","random"
1,"ot0ui8sk","And are symmetrical","symmetrical","random"
6,"ot0ui8sk","wind i guess","wind guess","random"
5,"ot0ui8sk","Kinda","kinda","random"
4,"ot0ui8sk","does it curl in on itself?","curl","random"
3,"ot0ui8sk","sure","sure","random"
1,"ot0ui8sk","Yes","yes","random"
3,"ot0ui8sk","hi","hello","random"
6,"ot0ui8sk","hi","hello","random"
7,"ot0ui8sk","hello","hello","random"
4,"ot0ui8sk","hello!","hello","random"
2,"ot0ui8sk","hi","hello","random"
3,"ot0ui8sk","figure 1 for me looks something like an apron","figure look something like apron","random"
6,"ot0ui8sk","sure","sure","random"
8,"ot0ui8sk","hi","hello","random"
7,"ot0ui8sk","same","","random"
3,"ot0ui8sk","the top part looks like an upside down triangle","top part look like upside triangle","random"
5,"ot0ui8sk","Hi, my figure 1 looks like a shield","hello figure look like shield","random"
2,"ot0ui8sk","let me start with my fig 1","let start fig","random"
7,"ot0ui8sk","yep","yep","random"
4,"ot0ui8sk","yup, go ahead","yup go ahead","random"
3,"ot0ui8sk","and below another triangle that is facing the correct way","another triangle face correct way","random"
8,"ot0ui8sk","sure","sure","random"
3,"ot0ui8sk","figure 1 for you as well?","figure good","random"
7,"ot0ui8sk","yes","yes","random"
9,"ot0ui8sk","my fig 1 looks like a shield","fig look like shield","random"
6,"ot0ui8sk","looks like a magnet to me ","look like magnet","random"
3,"ot0ui8sk","ok wanna call it apron?","okay wanna call apron","random"
2,"ot0ui8sk","my fig one looks like an unnsymmetrical angel","fig one look like unnsymmetrical angel","random"
6,"ot0ui8sk","horseshoe magnet","horseshoe magnet","random"
2,"ot0ui8sk","with a longer left arm","long leave arm","random"
7,"ot0ui8sk","ok","okay","random"
4,"ot0ui8sk","is it symmetrical?","symmetrical","random"
3,"ot0ui8sk","ok ","okay","random"
5,"ot0ui8sk","Does it have pointy edges?","pointy edge","random"
3,"ot0ui8sk","my figure 2 looks like some bug antennas","figure look like bug antenna","random"
3,"ot0ui8sk","it is symmetrical","symmetrical","random"
7,"ot0ui8sk","figure 4 for me","figure","random"
2,"ot0ui8sk","what fig is that for you?","fig","random"
3,"ot0ui8sk","ok","okay","random"
4,"ot0ui8sk","kind of like an hourglass?","kind like hourglass","random"
3,"ot0ui8sk","antennas is a fine name?","antenna fine name","random"
7,"ot0ui8sk","yes","yes","random"
3,"ot0ui8sk","ok","okay","random"
4,"ot0ui8sk","okay, that's my figure 2","okay thats figure","random"
6,"ot0ui8sk","yeah mine looks like a magnet, sorry for the confusion","yes mine look like magnet sorry confusion","random"
8,"ot0ui8sk","I think that's my 1 too but the right arm is the longer one on mine ..","think thats right arm long one mine","random"
9,"ot0ui8sk","my figure 2 looks like 2 ducks kissing","figure look like duck kiss","random"
9,"ot0ui8sk","yes it has pointy edges","yes pointy edge","random"
3,"ot0ui8sk","figure 3 looks kind of like a flag facing left i guess?","figure look kind like flag face leave guess","random"
3,"ot0ui8sk","there is a long area going left","long area go leave","random"
4,"ot0ui8sk","let's call it apron","let call apron","random"
3,"ot0ui8sk","and a part going down","part go","random"
6,"ot0ui8sk","yes!","yes","random"
5,"ot0ui8sk","How about we call figure 1 Shield?","call figure shield","random"
7,"ot0ui8sk","yep fig 3 is flag for me as well","yep fig flag good","random"
6,"ot0ui8sk","fig 2","fig","random"
3,"ot0ui8sk","with a half circle cutout","half circle cutout","random"
4,"ot0ui8sk","my figure 1 curls in on itself","figure curl","random"
3,"ot0ui8sk","on the part going down","part go","random"
6,"ot0ui8sk","sorry lol","sorry lol","random"
9,"ot0ui8sk","my figure 4 looks like a dress apron","figure look like dress apron","random"
7,"ot0ui8sk","yes","yes","random"
3,"ot0ui8sk","ok we'll call it flag","okay good call flag","random"
6,"ot0ui8sk","sure!","sure","random"
2,"ot0ui8sk","no it should be the left ...looks like a flying person ","leave look like fly person","random"
7,"ot0ui8sk","alright","alright","random"
5,"ot0ui8sk","One figure at a time please","one figure time please","random"
3,"ot0ui8sk","figure 4 looks kinda like a key for me","figure look kinda like key","random"
3,"ot0ui8sk","the bottom part is long","bottom part long","random"
5,"ot0ui8sk","Figure 1, call it shield?","figure call shield","random"
4,"ot0ui8sk","oh that's my figure 5","oh thats figure","random"
3,"ot0ui8sk","or an animal head","animal head","random"
9,"ot0ui8sk","yh, figure 1 is fine as shield","yh figure fine shield","random"
7,"ot0ui8sk","like a shieldÉ","like shieldé","random"
6,"ot0ui8sk","it has an upside down triangle on the upper part","upside triangle upper part","random"
3,"ot0ui8sk","yeah that too","yes","random"
5,"ot0ui8sk","My figure 2 looks like a flying angel","figure look like fly angel","random"
3,"ot0ui8sk","we can call it shield","can call shield","random"
7,"ot0ui8sk","figure 2 for me","figure","random"
3,"ot0ui8sk","ok","okay","random"
7,"ot0ui8sk","ok","okay","random"
6,"ot0ui8sk","yes it does","yes","random"
4,"ot0ui8sk","yeah, my figure 1 is the one that curls in on itself","yes figure one curl","random"
3,"ot0ui8sk","then the last one","last one","random"
3,"ot0ui8sk","figure 5 for me","figure","random"
3,"ot0ui8sk","looks weird","look weird","random"
6,"ot0ui8sk","sure","sure","random"
3,"ot0ui8sk","i dont know how to describe it honestly","do know describe honestly","random"
9,"ot0ui8sk","my fig 2 looks like two ducks kissing","fig look like two duck kiss","random"
4,"ot0ui8sk","corners that stick up","corner stick","random"
7,"ot0ui8sk","bottom is round","bottom round","random"
6,"ot0ui8sk","fig 3 is a bit confusing.","fig bite confuse","random"
4,"ot0ui8sk","yeah shield is good","yes shield good","random"
2,"ot0ui8sk","ok my fig 2 looks like a bugs antenna","okay fig look like bug antenna","random"
3,"ot0ui8sk","yeah kind of","yes kind","random"
3,"ot0ui8sk","it's like 2 different parts","like different part","random"
3,"ot0ui8sk","the left side is one shape","leave side one shape","random"
5,"ot0ui8sk","Which figure of yours looks like an angel?","figure look like angel","random"
3,"ot0ui8sk","and hte right side is a different shape","hte right side different shape","random"
3,"ot0ui8sk","the right side is longer","right side long","random"
6,"ot0ui8sk","yes, looks like a wind mill","yes look like wind mill","random"
9,"ot0ui8sk","my figure 5 is what looks like a flying angel","figure look like fly angel","random"
8,"ot0ui8sk","Is there an hourglass in the center ","hourglass center","random"
7,"ot0ui8sk","looks like a heels shoe","look like heel shoe","random"
2,"ot0ui8sk","got 2 pointy edges on the bottom on both sides","get pointy edge bottom side","random"
4,"ot0ui8sk","i guess for the other 1 we can call it alien","guess can call alien","random"
3,"ot0ui8sk","yeah i agree","yes agree","random"
5,"ot0ui8sk","Ok, do you want to call it Angel?","okay want call angel","random"
8,"ot0ui8sk","Oh that is my fig 5 ","oh fig","random"
3,"ot0ui8sk","which figure for you?","figure","random"
7,"ot0ui8sk","figure 5","figure","random"
3,"ot0ui8sk","we can call it heels","can call heel","random"
3,"ot0ui8sk","ok figure 5 for me as well","okay figure good","random"
7,"ot0ui8sk","yes","yes","random"
2,"ot0ui8sk","cool lets call it antenna","cool let call antenna","random"
8,"ot0ui8sk","okay","okay","random"
9,"ot0ui8sk","yes, lets call it angel","yes let call angel","random"
3,"ot0ui8sk","ok we are done","okay do","random"
4,"ot0ui8sk","my figure 3 is kinda like a blade","figure kinda like blade","random"
3,"ot0ui8sk","thanks for cooperating!","thank cooperate","random"
6,"ot0ui8sk","hmm i cant see that","hmm cant see","random"
5,"ot0ui8sk","My figure 3 looks like maybe a stick flag or a state on a map?","figure look like maybe stick flag state map","random"
7,"ot0ui8sk","yay","yay","random"
3,"ot0ui8sk","have a good day :)","good day","random"
2,"ot0ui8sk","my fig 3 looks like an apron with a triangle at the top","fig look like apron triangle top","random"
7,"ot0ui8sk","you too!","","random"
5,"ot0ui8sk","Or maybe a puzzle piece","maybe puzzle piece","random"
4,"ot0ui8sk","yeah","yes","random"
8,"ot0ui8sk","that is my fig 3 also ","fig also","random"
9,"ot0ui8sk","yes, that is also my figure 3","yes also figure","random"
4,"ot0ui8sk","let's call it flag","let call flag","random"
2,"ot0ui8sk","lets call it apron","let call apron","random"
6,"ot0ui8sk","hmm is it symmetrical ?","hmm symmetrical","random"
8,"ot0ui8sk","yes","yes","random"
5,"ot0ui8sk","Ok, ho about call it puzzle piece?","okay ho call puzzle piece","random"
4,"ot0ui8sk","yeah lol","yes lol","random"
4,"ot0ui8sk","i'm not sure how to descrivbe it","im sure descrivbe","random"
9,"ot0ui8sk","alright, lets call it puzzle piece","alright let call puzzle piece","random"
4,"ot0ui8sk","it's fig 4. for me","fig","random"
5,"ot0ui8sk","My figure 4 looks like ducks kissing?","figure look like duck kiss","random"
4,"ot0ui8sk","sure!","sure","random"
2,"ot0ui8sk","my fig 4 looks like a shield with 4spikes at the top","fig look like shield spike top","random"
8,"ot0ui8sk","Mine too ","mine","random"
2,"ot0ui8sk","goes narrow at the bottom","go narrow bottom","random"
6,"ot0ui8sk","yes","yes","random"
9,"ot0ui8sk","that is my figure 2","figure","random"
4,"ot0ui8sk","yay! awesome :)","yay awesome","random"
6,"ot0ui8sk","fig 3 for me","fig","random"
2,"ot0ui8sk","ok lets call that shield","okay let call shield","random"
5,"ot0ui8sk","Ok, call it ducks?","okay call duck","random"
9,"ot0ui8sk","yes","yes","random"
3,"ot0ui8sk","hello","hello","random"
4,"ot0ui8sk","hello!","hello","random"
6,"ot0ui8sk","hi","hello","random"
7,"ot0ui8sk","hi","hello","random"
5,"ot0ui8sk","Hi, My figure 1 looks like an Angel.","hello figure look like angel","random"
3,"ot0ui8sk","sure","sure","random"
7,"ot0ui8sk","my figure one looks like a shield","figure one look like shield","random"
3,"ot0ui8sk","same","","random"
4,"ot0ui8sk","is it spiky?","spiky","random"
7,"ot0ui8sk","or a upside down key","upside key","random"
7,"ot0ui8sk","yes","yes","random"
3,"ot0ui8sk","yes that is figure 5 for me","yes figure","random"
6,"ot0ui8sk","mine doesnt, its a weird shape","mine doesnt weird shape","random"
3,"ot0ui8sk","apron is a good name","apron good name","random"
4,"ot0ui8sk","that's my figure 1 too!","thats figure","random"
3,"ot0ui8sk","yup","yup","random"
6,"ot0ui8sk","a bit unsymmetrical ","bite unsymmetrical","random"
4,"ot0ui8sk","let's call it key","let call key","random"
7,"ot0ui8sk","great lets call it key","great let call key","random"
7,"ot0ui8sk","ok","okay","random"
5,"ot0ui8sk","Which of your figures looks like a flying angel with arms?","figure look like fly angel arm","random"
3,"ot0ui8sk","apron ","apron","random"
3,"ot0ui8sk","is good","good","random"
6,"ot0ui8sk","fig 5","fig","random"
7,"ot0ui8sk","figure 2 looks like a antenna","figure look like antenna","random"
3,"ot0ui8sk","let me know the next one when you're ready","let know next one youre ready","random"
5,"ot0ui8sk","Ok, how about we call it Angel?","okay call angel","random"
4,"ot0ui8sk","if it like the head of 2 snakes","like head snake","random"
6,"ot0ui8sk","sure","sure","random"
7,"ot0ui8sk","yes","yes","random"
4,"ot0ui8sk","*is","","random"
