"id_in_session","session_code","body"
19,"pqesetud","sure"
23,"pqesetud","shall we name them antenna and shield?"
21,"pqesetud","great"
16,"pqesetud","fig 2 looks like holly leaf"
2,"pqesetud","What shall we call them?"
24,"pqesetud","Maybe the bone also looks like my 2nd figure? Shield?"
15,"pqesetud","Sure"
21,"pqesetud","the other one is like antennae"
17,"pqesetud","my looks thesame"
21,"pqesetud","that are about to touch each other"
21,"pqesetud","haha"
19,"pqesetud","figure 2 looks like an antennae yes"
20,"pqesetud","ok"
21,"pqesetud","great!"
22,"pqesetud"," okk i think that's the same as mine fig 1"
5,"pqesetud","brilliant, you ok with me naming them Antennae and Holly?"
13,"pqesetud","Uhhh...""U shape"" and ""Pointy club""?"
17,"pqesetud","what should we call first and second?"
21,"pqesetud","calling it antenna?"
19,"pqesetud","sure"
20,"pqesetud","so i enter 1 = antennae, 2 = shield"
3,"pqesetud","and then the fig 1 is your fig 2"
13,"pqesetud","lol"
23,"pqesetud","nice"
16,"pqesetud","yes"
2,"pqesetud","Sounds good "
23,"pqesetud","ggs"
13,"pqesetud","Great"
3,"pqesetud","yeah sounds perfect to me"
24,"pqesetud","so your first is my antennae? and your 2nd is my shield?"
22,"pqesetud","the other one looks like a bug's antennae"
5,"pqesetud","would you like to know what order i have mine in?"
20,"pqesetud","done!"
17,"pqesetud","Exactly"
22,"pqesetud","the round on the top"
16,"pqesetud","yes please"
3,"pqesetud","perfect"
24,"pqesetud","gotcha"
22,"pqesetud","yep sounds about right "
3,"pqesetud","how are you?"
5,"pqesetud","Antennae - 1 Holly - 2"
2,"pqesetud",":)"
20,"pqesetud","2 ppoints for us!"
24,"pqesetud","Should I call them the same ?"
15,"pqesetud","Do we just wait until the timer runs out to answer?"
17,"pqesetud","yes"
13,"pqesetud","Good luck with your other rounds of the game"
23,"pqesetud","no answer right away"
2,"pqesetud","u 2"
22,"pqesetud","hey"
21,"pqesetud","hi"
13,"pqesetud","Hello"
1,"pqesetud","hello"
23,"pqesetud","good evening"
14,"pqesetud","hi"
20,"pqesetud","hey!"
4,"pqesetud","hello"
5,"pqesetud","Hi"
19,"pqesetud","my figure one looks like an antenna"
9,"pqesetud","Hi"
21,"pqesetud","my first fig is like antennae"
3,"pqesetud","hello"
15,"pqesetud","Hello"
22,"pqesetud","my fig 1 looks like a pointy shield"
21,"pqesetud","of a bug"
13,"pqesetud","My shape 1 looks like a ""U"" shape"
17,"pqesetud","Hi"
23,"pqesetud","my figure 1 looks like antenna"
4,"pqesetud","my figure 2 looks like a horse shoe"
18,"pqesetud","hello"
20,"pqesetud","my fig1 looks like a spiky shield"
22,"pqesetud","and my fig 2 looks like antennae"
24,"pqesetud","Hi"
7,"pqesetud","hi"
21,"pqesetud","like two of them are about to touch each other"
14,"pqesetud","same"
9,"pqesetud","What does your figure one look like?"
4,"pqesetud","sorry i meant 1"
19,"pqesetud","hey!"
17,"pqesetud","same as mine"
6,"pqesetud","same"
15,"pqesetud","My figure 1 looks like a shield "
5,"pqesetud","Does your Fig.1 Look like a Holly leaf?"
22,"pqesetud","what about yours"
23,"pqesetud","and my figure two like a shield with spikes"
24,"pqesetud","Oh, that is my 2nd I think"
14,"pqesetud","oh"
4,"pqesetud","my figure 2 looks like a shield"
21,"pqesetud","great! calling it antenna"
23,"pqesetud","yay"
21,"pqesetud","?"
20,"pqesetud","my fig2 like a pair of rounded antennae"
6,"pqesetud","ok"
9,"pqesetud","that is the same for my figure 2"
19,"pqesetud","my figure 2 looks like a shield"
5,"pqesetud","or a bug antennae?"
23,"pqesetud","so we call them antenna and shield?"
21,"pqesetud","the other is like shield"
3,"pqesetud","fig 1 looks like a spikey shield"
1,"pqesetud","ok, like a horse shoe?"
14,"pqesetud","the shield is my fig 1"
17,"pqesetud","Same as mine"
4,"pqesetud","i think we may have opposites"
13,"pqesetud","Yeah"
21,"pqesetud","it is pointy"
22,"pqesetud","cool"
7,"pqesetud","my fig 1 looks like a swans "
24,"pqesetud","Perfect"
14,"pqesetud","yeah"
20,"pqesetud","is taht the same for you?"
16,"pqesetud","fig 1 is a bug antennae "
4,"pqesetud","perfect"
15,"pqesetud","What does yours look like"
1,"pqesetud","ok, mine does as well"
9,"pqesetud","its spiky and skinner at the bottom of the shield"
24,"pqesetud","it has pointy edges right?"
18,"pqesetud","definitely Holly leaf\"
6,"pqesetud","like a dragon face?"
13,"pqesetud","And figure 2 is like a pointy club/hairbrush shape"
21,"pqesetud","yes!!"
9,"pqesetud","skinnier^"
15,"pqesetud","Okay that's my figure two"
23,"pqesetud","greeat"
4,"pqesetud","should we name them shield and horse shoe?"
6,"pqesetud","ok"
17,"pqesetud","Antenna and shield then."
7,"pqesetud","and fig 2 like a sea star"
21,"pqesetud","calling it shield?"
19,"pqesetud","yes figure 2 has pointy edges"
22,"pqesetud","i am calling them shield and antennae then?"
1,"pqesetud","the figure two looks like a shield?"
23,"pqesetud","perfect"
5,"pqesetud","So holly leaf is fig.1 and bug antennae is fig.2?"
8,"pqesetud","hello that's my figure 2"
14,"pqesetud","yea that works"
6,"pqesetud","thats my fig 2, yes"
18,"pqesetud","fig 2 is the snail antenae"
20,"pqesetud","yes!"
8,"pqesetud","is it long at the bottom?"
21,"pqesetud","great!"
23,"pqesetud","well played"
5,"pqesetud","perfect! Are you ok with me naming them. holly and snail?"
24,"pqesetud","ok, 2: shield 1: antennae then"
3,"pqesetud","its long going straight down"
18,"pqesetud","yes"
17,"pqesetud","Thank you"
13,"pqesetud","Maybe the top part of it, it has a long handle type piece and a broader top piece"
16,"pqesetud","fig 2 is a holly leaf"
19,"pqesetud","sure thing"
5,"pqesetud","brilliant"
24,"pqesetud","good doing business with ya"
18,"pqesetud","holly and snail it is"
3,"pqesetud","what should we call it?"
6,"pqesetud","fig 1 antenna, fig 2 shield to clarify"
19,"pqesetud","likewise ^^"
1,"pqesetud","Yeah, thats my figure 2 as well"
22,"pqesetud","great! cheers"
20,"pqesetud","ok, so I entered 1 = shield, 2 = antenne"
21,"pqesetud","yes"
9,"pqesetud","My figure one kind of looks like an arrow facing down with a more rounded shield in the middle and two long arms around it"
13,"pqesetud","Oh great"
6,"pqesetud","ok cool"
8,"pqesetud","shield?"
1,"pqesetud","What should we name them?"
5,"pqesetud",":)"
9,"pqesetud","antenne thats the word i was looking for"
13,"pqesetud","Horseshoe and shield?"
1,"pqesetud","okk!"
16,"pqesetud","u good>"
13,"pqesetud","awesome"
23,"pqesetud","I wish you luck in your future endeavors"
3,"pqesetud","perfect"
20,"pqesetud","oh, so antennae is your fig1?"
15,"pqesetud","okay"
18,"pqesetud","giraffe head?"
9,"pqesetud","my 2 is shield and 1 is antennae"
18,"pqesetud","i mean the fig 1"
1,"pqesetud","Hello"
19,"pqesetud","hey"
9,"pqesetud","Hello"
2,"pqesetud","Hi "
19,"pqesetud","my figure 1 looks like a shield"
18,"pqesetud","hi"
18,"pqesetud","fig 1 giraffe head"
9,"pqesetud","My figure one is a spiky shield that is skinner at the bottom"
1,"pqesetud","my figure 1 is a ""u"" shape"
2,"pqesetud","My figure 2 looks like a shield"
9,"pqesetud","is it spiky?"
15,"pqesetud","Hello, that my figure 2"
18,"pqesetud","yeap"
19,"pqesetud","so we call it a shield"
15,"pqesetud","that's*"
2,"pqesetud","Yep "
19,"pqesetud","my figure 2 looks like an antenna"
1,"pqesetud","the pointy shield for me is the figure 2"
15,"pqesetud","sure"
8,"pqesetud","same as mine on figure 1"
18,"pqesetud","fig 2, the snail antennae?"
9,"pqesetud","perfect then do you some sort of antennae arrow shape for your fig 2"
8,"pqesetud","shall we call it swans"
2,"pqesetud","My figure 1 looks like antenna"
9,"pqesetud","yep"
19,"pqesetud","alright, calling it an antenna"
15,"pqesetud","that's my figure 1"
2,"pqesetud","yep "
8,"pqesetud","?my figure 2 is like a pointy shield"
2,"pqesetud",":)"
18,"pqesetud","brilliant"
15,"pqesetud","lets call it shield"
1,"pqesetud","ok, so your figure 1 is my figure 2 and your figure 2 is my figure 1"
9,"pqesetud","This has gone quick, thank you"
18,"pqesetud","what do you suggest the spiky could be?"
9,"pqesetud","personally it strikes me as a shield of sorts"
8,"pqesetud","sorry i misread swans is 1 and shield is 2"
18,"pqesetud","well"
9,"pqesetud","although it is too skinny at the bottom"
13,"pqesetud","Hello"
9,"pqesetud","Hello"
7,"pqesetud","hi"
14,"pqesetud","hi"
18,"pqesetud","hello"
15,"pqesetud","my figure 1 looks like a shielf"
17,"pqesetud","Hi"
13,"pqesetud","My figure 1 looks like a club/hairbrush type shape"
15,"pqesetud","shield*"
14,"pqesetud","what does ur fig 1 look like?"
6,"pqesetud","fig 1 looks like a dragons face"
7,"pqesetud","my fig 1 looks like a star "
3,"pqesetud","that is my figure 2"
18,"pqesetud","fig 1, snail antennae?"
2,"pqesetud","Same here "
9,"pqesetud","My figure 2 looks like a spiky shield/spike giraffe head"
18,"pqesetud","yours?"
13,"pqesetud","And my figure 2 looks like a ""U""/horseshoe type shape"
2,"pqesetud","2 looks like annenta "
7,"pqesetud","and fig 2 like a heart"
15,"pqesetud","Okay, lets call it shield "
3,"pqesetud","perfect"
6,"pqesetud","same"
8,"pqesetud","hello same and fig 2 is like a pointy shield"
15,"pqesetud","and my figure two looks like an antenna"
17,"pqesetud","My first looks like a shield and the second like an antenna"
14,"pqesetud","the antenna is my fig 2"
3,"pqesetud","and figure 1 is a antennas for me"
6,"pqesetud","fig 1 dragon, fig 2 antenna"
13,"pqesetud","Ok so I think your figure 1 is the same as mine"
14,"pqesetud","and the pointy shield is my fig 1"
17,"pqesetud","what is yours like?"
18,"pqesetud","yeah perfect"
2,"pqesetud","Sounds good "
15,"pqesetud","okay lets call that antenna"
13,"pqesetud","and your 2 is my 2"
6,"pqesetud","cool"
13,"pqesetud","What do you wanna name them?"
18,"pqesetud","let's name the figures"
2,"pqesetud",":)"
9,"pqesetud","My first one looks like an antenna and my second one looks like a shield"
9,"pqesetud","so the opposite of yours"
8,"pqesetud","snail and shield?"
17,"pqesetud","Okay "
3,"pqesetud","amazing"
7,"pqesetud","yes is the same"
18,"pqesetud","not bad"
13,"pqesetud","Ok cool"
18,"pqesetud","the point shield looks more like a giraffe head though"
17,"pqesetud","So my second is same as your first and my first same as your second"
14,"pqesetud","yep"
9,"pqesetud","correct "
18,"pqesetud","snail and giraffe"
18,"pqesetud","??"
14,"pqesetud","hi"
9,"pqesetud","Hello"
19,"pqesetud","hey"
13,"pqesetud","Hello"
3,"pqesetud","figure one is a shield that is long at the bottom"
19,"pqesetud","my figure 1 looks like a shield"
14,"pqesetud","same"
6,"pqesetud","fig 1 looks like bug antennas touching"
8,"pqesetud","hello my figure 1 looks like a shield too"
14,"pqesetud","is ur fig 2 the antenna thingy then?"
3,"pqesetud","and figure two looks like antennas"
3,"pqesetud","yeah"
9,"pqesetud","My figure one looks like a spiky shield/spiky giraffe head"
16,"pqesetud","hi my fig 1 is holly leaf"
13,"pqesetud","So my figure one looks like a club/hairbrush type shape"
14,"pqesetud","im gonna call them shield and antenna then"
19,"pqesetud","its a match then, so we are calling it a shield"
9,"pqesetud","your fig 1 looks like my fig 2"
14,"pqesetud","that cool?"
3,"pqesetud","perfect"
13,"pqesetud","What about your figure 2?"
6,"pqesetud","ok that's my fig 2"
19,"pqesetud","my figure 2 looks like an antenna"
16,"pqesetud","2 is a bug antennae"
9,"pqesetud","so it seems we have the opposite layout"
13,"pqesetud","lol ok"
13,"pqesetud","so mine are the same"
8,"pqesetud","yes 2?"
6,"pqesetud","okay so fig 1 antenna, fig 2 shield. but yours is in reverse?"
16,"pqesetud","good"
19,"pqesetud","yes"
9,"pqesetud","yes for my fig 1 shield, fig 2 antenna"
8,"pqesetud","antenna?"
6,"pqesetud","okay cool"
3,"pqesetud","we did that quite fast"
19,"pqesetud","sure lets call it an antenna"
8,"pqesetud","done"
19,"pqesetud","have a nice day ^^"
8,"pqesetud","you too"
13,"pqesetud","Im gonna use what you called them for the names"
9,"pqesetud","have a good day"
16,"pqesetud","perfect"
6,"pqesetud","fig 1 looks like bug antennas touching. fig 2 looks like a shirld"
6,"pqesetud","okay so ours are in reverse"
6,"pqesetud","okay cool"
23,"e4n3narf","hello"
7,"e4n3narf","hi"
23,"e4n3narf","My first figure looks like a shield"
23,"e4n3narf","with spikes"
7,"e4n3narf","Yeah i see that"
23,"e4n3narf","which one is it for you?"
7,"e4n3narf","2nd"
23,"e4n3narf","ok"
23,"e4n3narf","we call it shield?"
7,"e4n3narf","Yeah sure"
23,"e4n3narf","and the seccond one for me looks like antennae"
23,"e4n3narf","of a bug"
23,"e4n3narf","we call it antennae?"
7,"e4n3narf","Yeah thats my first 1"
7,"e4n3narf","yeah sure"
23,"e4n3narf","ok good"
23,"e4n3narf","victory achieved"
23,"e4n3narf","gg"
7,"e4n3narf","Wayhey"
24,"e4n3narf","Hi"
21,"e4n3narf","hello"
20,"e4n3narf","hei"
1,"e4n3narf","hi"
22,"e4n3narf","hi"
21,"e4n3narf","my first fig is like antennae"
21,"e4n3narf","of a bug"
24,"e4n3narf","My first figure looks like a pair of bug antennae!!"
24,"e4n3narf","Can you find it"
1,"e4n3narf","Go ahead"
20,"e4n3narf","my fig.1 looks like a rounded set of antennae"
21,"e4n3narf","very symmetrical"
1,"e4n3narf","that's my figure 2"
20,"e4n3narf","ah!"
4,"e4n3narf","Hi Figure 1 looks like a key hole with an opening"
22,"e4n3narf","my fig 1 looks like an antennae"
21,"e4n3narf","the second one is like a shield"
2,"e4n3narf","Does it look like it could be a crow skull?"
4,"e4n3narf","yes"
20,"e4n3narf","my fig.2 looks like a spiky shield"
1,"e4n3narf","Yep my 1"
20,"e4n3narf","ok"
21,"e4n3narf","not sure, "
22,"e4n3narf","and fig 2 looks like a shield"
1,"e4n3narf","Let's call your fig 2. shield"
2,"e4n3narf","Probably my figure 2"
4,"e4n3narf","yes"
20,"e4n3narf","ok"
24,"e4n3narf","It looks like anteannea yeah"
1,"e4n3narf","and fig 1. antennae?"
24,"e4n3narf","it has a hole in it"
2,"e4n3narf","It points downward"
20,"e4n3narf","ok"
22,"e4n3narf","so 1=1 and 2=2?"
24,"e4n3narf","and the 2nd figure has pointy edges"
24,"e4n3narf","it looks like a shield"
4,"e4n3narf","Correct"
21,"e4n3narf","okay, that is my fig 1"
21,"e4n3narf","can we call it antennae"
20,"e4n3narf","that was easy!"
24,"e4n3narf","Which figure is antennae for you__"
22,"e4n3narf","i'll call them antennae and shield then "
1,"e4n3narf","it was"
4,"e4n3narf","perfect"
1,"e4n3narf","I love prolific"
24,"e4n3narf","Hello!!"
20,"e4n3narf","lots of fun games!"
21,"e4n3narf","the other one is like a shield"
22,"e4n3narf","noice"
21,"e4n3narf","it has 4 spikes on top"
2,"e4n3narf","That's my figure 2 then"
22,"e4n3narf","hi"
20,"e4n3narf","hi!"
24,"e4n3narf","Hi there!!"
7,"e4n3narf","Hi "
23,"e4n3narf","good evening"
13,"e4n3narf","helllo"
22,"e4n3narf","my fig 1 looks like a shield"
1,"e4n3narf","hi"
21,"e4n3narf","hi"
8,"e4n3narf","hi"
2,"e4n3narf","My figure 1 has 4 spikes on the top"
22,"e4n3narf","spiky shield"
23,"e4n3narf","my figure 1 looks like a shield"
20,"e4n3narf","my fig.1 looks like a rounded set of antennae"
21,"e4n3narf","my first fig is like shield"
24,"e4n3narf","My figure one looks like an antennae!"
7,"e4n3narf","So my first figure looks like a shield aswell. It could also be like a weird hairbrush"
2,"e4n3narf","That's my figure 2"
21,"e4n3narf","it is very pointy"
24,"e4n3narf","like a pair of bug antennae"
20,"e4n3narf","ah"
7,"e4n3narf","We can call it shield if you like"
23,"e4n3narf","which one is it for you?"
22,"e4n3narf","and 2 looks like antennae"
8,"e4n3narf","That is my figure 2"
23,"e4n3narf","it has spikes"
21,"e4n3narf","and narrow on the bottom"
1,"e4n3narf","Am I supposed to be able to input answers too? Because there is no box, and it said I got 0 correct"
24,"e4n3narf","And I have another figure with pointy edges"
20,"e4n3narf","so the spikey is like a shield to my eyes"
23,"e4n3narf","ok"
13,"e4n3narf","my figure one looks like bat "
1,"e4n3narf","my first fig is shield"
24,"e4n3narf","it remins of a shield"
7,"e4n3narf","My figure 2 also looks like antennae"
1,"e4n3narf","second is like antennae"
23,"e4n3narf","we call it shield?"
1,"e4n3narf","so same"
21,"e4n3narf","i think i will put it"
2,"e4n3narf","Sure, close enough"
21,"e4n3narf","okay great"
8,"e4n3narf","yess"
22,"e4n3narf","cool im calling them shield and antennae then"
21,"e4n3narf","shield and antennae"
24,"e4n3narf","Does that bat one looks also like shield_"
7,"e4n3narf","Sound works for me"
1,"e4n3narf","Yeah for some reason last round it said I got 0 correct even though there were no boxes"
13,"e4n3narf","my second looks like a  bug/snail"
23,"e4n3narf","ok, an the other one I guess looks like a bug antennae"
1,"e4n3narf","but yes shield and antennae"
1,"e4n3narf","1 then 2"
23,"e4n3narf","we call it that?"
22,"e4n3narf",":)"
20,"e4n3narf","ok"
8,"e4n3narf","that is my figure 1"
20,"e4n3narf","I am entering the answer now"
7,"e4n3narf",":D"
24,"e4n3narf","It is also like bug antennae right"
24,"e4n3narf","top part"
2,"e4n3narf","Spiky one we can call shield and antennae we call antennae? "
13,"e4n3narf","correct"
23,"e4n3narf","yes we can call it that"
21,"e4n3narf","great!"
24,"e4n3narf","waht about calling it antennae"
20,"e4n3narf","ok, I used those terms"
24,"e4n3narf","and I call the other one shield?"
23,"e4n3narf","perfect"
8,"e4n3narf","antennae?"
23,"e4n3narf","yes"
13,"e4n3narf","yes"
2,"e4n3narf","Great"
21,"e4n3narf","this time the score will be 2 haha"
24,"e4n3narf","1: shield, 2: antennae"
24,"e4n3narf","looks good to me"
21,"e4n3narf","i wrote the answers"
8,"e4n3narf","ok"
20,"e4n3narf","2 points, I hope haha"
2,"e4n3narf","!"
1,"e4n3narf","yeah idk last person must have messed something up"
13,"e4n3narf","1 shield 2: antennae"
1,"e4n3narf","hi"
22,"e4n3narf","hi"
1,"e4n3narf","fig 1 is like antennae "
21,"e4n3narf","hi"
1,"e4n3narf","fig 2 is like a shield"
4,"e4n3narf","Hi"
23,"e4n3narf","hey"
22,"e4n3narf","my fig 1 looks like a shield"
20,"e4n3narf","hey!"
22,"e4n3narf","spiky shield"
4,"e4n3narf","My figure one looks like a shield"
24,"e4n3narf","Hello!!!"
2,"e4n3narf","Fig 1 is shield"
23,"e4n3narf","mi figure 1 looks like a spikey shield"
22,"e4n3narf","and fig 2 looks like antennae"
5,"e4n3narf","hello"
20,"e4n3narf","my fig1 looks like a spiky shield"
4,"e4n3narf","Figure two looks like an attenae"
2,"e4n3narf","Fig 2 is antennae"
23,"e4n3narf","my**"
20,"e4n3narf","and yours?"
21,"e4n3narf","mine too"
23,"e4n3narf","which one is it for you?"
24,"e4n3narf","My first figure looks like a shield"
21,"e4n3narf","mine is 1 antennae 2- shield"
24,"e4n3narf","it has pointy edges"
2,"e4n3narf","So opposite for us"
20,"e4n3narf","my fig2 looks like a pair of rounded antennae, like the antennae of a slug"
1,"e4n3narf","will name them that"
22,"e4n3narf","what about yours?"
1,"e4n3narf","yep"
4,"e4n3narf","Okay perfect"
2,"e4n3narf","Yes"
5,"e4n3narf","my fig 2 looks like a spiky shield"
21,"e4n3narf","great!"
23,"e4n3narf","ok we call it shield then"
22,"e4n3narf","aha "
4,"e4n3narf","Wait sorry"
22,"e4n3narf","so 1=2 and 2=1"
1,"e4n3narf","last two tries it says I got 0 correct, when I was the person not typing"
1,"e4n3narf","not sure why"
21,"e4n3narf","shield is the one with 4 spikes"
4,"e4n3narf","Mine is opposite"
24,"e4n3narf","and other one looks like a pair of bug antennae"
1,"e4n3narf","idk if it's a glitch or part of the study"
23,"e4n3narf","ok that is my number 2, yes it looks like that"
4,"e4n3narf","1=sheild 2=attenae "
24,"e4n3narf","yes it has 9 edges in total"
21,"e4n3narf","okay got it"
5,"e4n3narf","my fig 1 is hard to describe but antennae is as good as ill guess"
24,"e4n3narf","gets narrower towards bottom"
2,"e4n3narf","Same, no idea"
23,"e4n3narf","great"
23,"e4n3narf","gg"
22,"e4n3narf","is it fine if i call them shield and antennae?"
23,"e4n3narf","yes"
5,"e4n3narf","yes :)"
24,"e4n3narf","It reminds me of a face-shaped shield I dont know :)"
22,"e4n3narf","cheers :)"
21,"e4n3narf","shield one is with the 4 spikeson top right?"
24,"e4n3narf","ok, I call 2:shield, 1: antennae?"
4,"e4n3narf","Yep!"
24,"e4n3narf","what do you think?"
23,"e4n3narf","salutations"
4,"e4n3narf","Hi"
2,"e4n3narf","Fig 1 is shield"
21,"e4n3narf","hi"
2,"e4n3narf","Fig 2 is antennae "
4,"e4n3narf","Fig. 1 looks like an attenae to me"
5,"e4n3narf","fig 1 shield - fig 2 antennae"
23,"e4n3narf","my figure #1 looks like a shield"
22,"e4n3narf","hi"
23,"e4n3narf","which one is it for you?"
4,"e4n3narf","Fig two is a shield (With spikes)"
21,"e4n3narf","the same haha"
20,"e4n3narf","hey"
24,"e4n3narf","Hello friend!"
8,"e4n3narf","hellö"
22,"e4n3narf","my fig 1 looks like antennae"
14,"e4n3narf","Hello!"
2,"e4n3narf","Great"
20,"e4n3narf","my fig1 looks like a spiky shield"
21,"e4n3narf","just to be sure, the shield one is with 4 spikes right?"
13,"e4n3narf","hello"
5,"e4n3narf","im not sure where to record though?"
20,"e4n3narf","and yours?"
15,"e4n3narf","Hi!"
24,"e4n3narf","I have a figure with pointy edges"
8,"e4n3narf","that s my fiure 2"
22,"e4n3narf","and fig 2 looks like a shield"
13,"e4n3narf","my first figure looks like a bug"
2,"e4n3narf","Inverse for us"
22,"e4n3narf","aha"
8,"e4n3narf","figure*"
14,"e4n3narf","That sounds like my figure 2"
21,"e4n3narf","I have the answer shwet"
4,"e4n3narf","Yes"
21,"e4n3narf","sheet"
20,"e4n3narf","my fig2 looks like a pair of rounded antennae"
24,"e4n3narf","it reminds me a shield, like a shield with a dragon face "
23,"e4n3narf","with spikes?"
5,"e4n3narf","4 spikes"
22,"e4n3narf","so 1=2 and 2=1"
15,"e4n3narf","My figure 1 looks like a dragon head"
20,"e4n3narf","like the antennae of a slug!"
24,"e4n3narf","and the other one looks like a pair of bug antennae!"
22,"e4n3narf","is it fine if i call them antennae and shield?"
23,"e4n3narf","ok then it is my figure 1 as well"
21,"e4n3narf","yes, shield is with 4 spikes on top"
14,"e4n3narf","I like that. We could call it shield"
15,"e4n3narf","or maybe a giraffe..."
8,"e4n3narf","yes thats it"
23,"e4n3narf","we call it shield?"
14,"e4n3narf","Yes! Antennae is good!"
13,"e4n3narf","my second one looks like a dragon "
8,"e4n3narf","yeah lets call them "
5,"e4n3narf","yes"
23,"e4n3narf","yes mine too"
22,"e4n3narf","noice :)"
21,"e4n3narf","the antennae is the one  where two antennae about to touch each other"
24,"e4n3narf","alright, what about the oether one, shall antennae sounds good?"
23,"e4n3narf","we can call it antenna"
2,"e4n3narf","I've used those names"
21,"e4n3narf","okay perfect"
24,"e4n3narf","cheers"
3,"e4n3narf","My figure one has two almost antenna that curve round towards each other "
21,"e4n3narf","wrote down the answers"
8,"e4n3narf",":))"
2,"e4n3narf","Antennae and shield"
20,"e4n3narf","shall we call them shield fig1 and antennae fig2?"
24,"e4n3narf","2: shield 1: antennae then"
5,"e4n3narf","okies"
14,"e4n3narf","Sounds good! "
23,"e4n3narf","it seems like we are done"
15,"e4n3narf","My second kinda looks like a septum piercing "
24,"e4n3narf","that was quick"
23,"e4n3narf","huzzah"
24,"e4n3narf","enjoy :D"
14,"e4n3narf","You too!"
20,"e4n3narf","ok, cheers!"
20,"e4n3narf","I entered the answers, that should be 2 points for us"
13,"e4n3narf","dragon1 septurm2?"
15,"e4n3narf","Good!\"
15,"e4n3narf","Hello!"
13,"e4n3narf","firgure one looks like a dragons head"
1,"e4n3narf","hi"
14,"e4n3narf","Hello!"
13,"e4n3narf","second one looks like a snail"
8,"e4n3narf","hello "
1,"e4n3narf","fig 1 for me is like antennae"
1,"e4n3narf","2 is like a shield"
15,"e4n3narf","Figure 1 looks like a septum piercing. Figure 2 looks like a dragon / giraffe"
7,"e4n3narf","My figure one looks like bug antenna"
8,"e4n3narf","hi"
8,"e4n3narf","my fig 1 is antennae"
1,"e4n3narf","fantastic"
7,"e4n3narf","My figure 2 looks like a shield"
9,"e4n3narf","hi"
9,"e4n3narf","hi"
6,"e4n3narf","hello "
3,"e4n3narf","My figure one has two antenna like shapes that curve round towards each other"
14,"e4n3narf","Your figure 1 is my figure 2. We can call it piercing"
1,"e4n3narf","antennae and shield?"
1,"e4n3narf",":D"
5,"e4n3narf","hello"
13,"e4n3narf","my figure 2 looks like a snail"
8,"e4n3narf","no 2 wait :)"
7,"e4n3narf","hi"
5,"e4n3narf","let me put that in"
8,"e4n3narf","lets call it antennae"
7,"e4n3narf","no worries"
14,"e4n3narf","And we can call the other one dragon"
9,"e4n3narf","my first figure looks like an antenne"
3,"e4n3narf","My figure two looks like a handheld mirror but has spikes separated around it"
18,"e4n3narf","My figure 1 looks similar. Like a horseshoe, with points going out to the sides at the bottom"
1,"e4n3narf","there seems to be a glitch or something where it says 0/2 for the person who is not typing the answers"
15,"e4n3narf","Perfect!"
1,"e4n3narf","not sure why"
13,"e4n3narf","yes"
13,"e4n3narf","yes"
8,"e4n3narf","yes mine too"
6,"e4n3narf","my fig 2 looks like that"
13,"e4n3narf","Dragon : Snail"
18,"e4n3narf","My figure 2 also looks like a spiky mirror"
8,"e4n3narf","lets call it shield ?"
5,"e4n3narf","it doesnt let me put your selection in"
3,"e4n3narf","perfect so i think our figures are in the same position"
18,"e4n3narf","I agree"
1,"e4n3narf","maybe they'll put it up again haha"
5,"e4n3narf","when i type nothing comes up, but when i type on mine it does..."
1,"e4n3narf","cu!"
7,"e4n3narf","thats weird. So far ive failed all of them maybe its a bug with the game"
8,"e4n3narf","hi"
7,"e4n3narf","Shield on figure 1 bug antenna on figure 2"
7,"e4n3narf","Hello"
3,"e4n3narf","figure one looks like a spiky mirror"
5,"e4n3narf","hello again"
15,"e4n3narf","Hello!"
17,"e4n3narf","Hello"
5,"e4n3narf","yes perhaps a bug"
9,"e4n3narf","hey"
14,"e4n3narf","Hello!"
16,"e4n3narf","hi"
18,"e4n3narf","My figure one looks like a spiky handheld mirror"
8,"e4n3narf","yes thats the same for me"
4,"e4n3narf","Fig 1 is attenae and fig 2 is a spikey shield"
5,"e4n3narf","my fig 1 is the shield "
7,"e4n3narf","Perfect"
15,"e4n3narf","My figure 1 looks like a septum piercing and my figure 2 looks like a dragon. You?"
8,"e4n3narf","1 is shield"
4,"e4n3narf","okay so reverse"
14,"e4n3narf","My figure 1 looks like a shield"
17,"e4n3narf","So for my first figure it looks like 2 swans making a heart"
3,"e4n3narf","figure 2 has like a horseshoe shape with two antenna like things curving towards each other"
19,"e4n3narf","Same."
8,"e4n3narf","2 is antenna"
5,"e4n3narf","fig 2 is the lotus like antenna "
7,"e4n3narf","Yeah thats the same as it is for me"
16,"e4n3narf","with 7 points?"
18,"e4n3narf","My figure 2 is like a horseshoe with spikes to the sides"
14,"e4n3narf","Yes!"
9,"e4n3narf","that´s also my fig 1"
16,"e4n3narf","what should we name it?"
16,"e4n3narf","shield?"
17,"e4n3narf","my 2nd one is a pointy beak "
4,"e4n3narf","okay so we will call it antenna"
9,"e4n3narf","same"
16,"e4n3narf","that is my figure 2"
6,"e4n3narf","same!"
19,"e4n3narf","Fig 2 looks like snail heads. "
15,"e4n3narf","Perfect!"
14,"e4n3narf","Yes that sounds good!"
16,"e4n3narf","perfect"
4,"e4n3narf","and sheild"
17,"e4n3narf","do we have the same ones?"
4,"e4n3narf","shield"
3,"e4n3narf","it seems the figures are in the same position then"
15,"e4n3narf","I named 1 Swans and 2 Beak"
