"id_in_session","session_code","body","body_lemma","network"
4,"pqesetud","hello","hello","random"
23,"pqesetud","hello","hello","random"
22,"pqesetud","my fig 1 looks like antennae","fig look like antenna","random"
21,"pqesetud","like two of them are about to touch each other","like two touch","random"
20,"pqesetud","my fig1 looks like a pair of rounded antennae","fig look like pair round antenna","random"
5,"pqesetud","Hi, My Set 1 looks like a leaf, what does yours look like?","hello set look like leaf look like","random"
5,"pqesetud","Hi Btw :)","hello btw","random"
23,"pqesetud","my figure 1 looks like bug antenna","figure look like bug antenna","random"
24,"pqesetud","Oh you are here","oh","random"
21,"pqesetud","exactly! calling it heart?","exactly call heart","random"
24,"pqesetud","Sorry","sorry","random"
20,"pqesetud","my fig2 looks like a spiky shield","fig look like spiky shield","random"
22,"pqesetud","and my fig 2 looks like a pointy shield","fig look like pointy shield","random"
23,"pqesetud","has many curves","many curve","random"
20,"pqesetud","how about you?","","random"
24,"pqesetud","My first one looks like a shield","first one look like shield","random"
4,"pqesetud","does it look slightly like a horse shoe?","look slightly like horse shoe","random"
5,"pqesetud","I'm here lol!","im lol","random"
21,"pqesetud","great! the other one is like a shield","great one like shield","random"
23,"pqesetud","which one is it for you?","one","random"
24,"pqesetud","with spiky edges","spiky edge","random"
22,"pqesetud","yeah i think so ","yes think","random"
24,"pqesetud","and the 2nd one looks like an antennae","nd one look like antenna","random"
21,"pqesetud","okay great !","okay great","random"
5,"pqesetud","ok great so mine and your fig 1 are correct","okay great mine fig correct","random"
24,"pqesetud","a pair of bug antennae","pair bug antenna","random"
7,"pqesetud","like a heart fig 1","like heart fig","random"
5,"pqesetud","yes, mine too! Great","yes mine great","random"
4,"pqesetud","my figure 2 is the attenae horse shoe","figure attenae horse shoe","random"
21,"pqesetud","then calling 1- antennae 2- shield ?","call antenna shield","random"
24,"pqesetud","ah nice","ah nice","random"
22,"pqesetud","aha","aha","random"
23,"pqesetud","the second one is like a shield","2 one like shield","random"
24,"pqesetud","so what should we call them","call","random"
23,"pqesetud","with spikes","spike","random"
20,"pqesetud","looks like also","look like also","random"
22,"pqesetud","so i guess 1=2 and 2=1","guess","random"
24,"pqesetud","shield and antennae","shield antenna","random"
21,"pqesetud","haha yes!","haha yes","random"
24,"pqesetud","_ Are they good_","good","random"
4,"pqesetud","my figure 1 looks looks like a pointy shield","figure look look like pointy shield","random"
4,"pqesetud","yes","yes","random"
22,"pqesetud"," and the other one is spiky","one spiky","random"
22,"pqesetud","yeah cool","yes cool","random"
7,"pqesetud","fig 2 like a spider","fig like spider","random"
1,"pqesetud","hello","hello","random"
5,"pqesetud","So shall we call figure 1. Spiky shielf and 2.Bug antennae?","shall call figure spiky shielf bug antenna","random"
22,"pqesetud","i am calling them antennae and shield then?","call antenna shield","random"
20,"pqesetud","so I'll enter fig1 = antennae (or heart) and fig2 = shield","ill enter fig antenna heart fig shield","random"
5,"pqesetud","shield and antennae is probs best lol!","shield antenna prob good lol","random"
24,"pqesetud","Just called them simply shield and antennae, one word :)","just call simply shield antenna one word","random"
4,"pqesetud","figure 2 is antennae, figure 1 is shield","figure antenna figure shield","random"
4,"pqesetud","yes","yes","random"
7,"pqesetud","yes","yes","random"
23,"pqesetud","hello","hello","random"
24,"pqesetud","alright then","alright","random"
22,"pqesetud","nice!","nice","random"
5,"pqesetud","Great, thanks so much!","great thank much","random"
20,"pqesetud","done!","do","random"
24,"pqesetud","1: shield 2: antennae","shield antenna","random"
1,"pqesetud","the bug with antennas is the figure 1for me as well","bug antenna figure good","random"
23,"pqesetud","ok nice","okay nice","random"
24,"pqesetud","Hi there!","hello","random"
7,"pqesetud","hi","hello","random"
21,"pqesetud","hi","hello","random"
22,"pqesetud","hi!","hello","random"
1,"pqesetud","Helloo","helloo","random"
5,"pqesetud","Hi","hello","random"
23,"pqesetud","greetings","greeting","random"
4,"pqesetud","hi","hello","random"
20,"pqesetud","hey","hey","random"
14,"pqesetud","hey","hey","random"
21,"pqesetud","my first fig is like a shield","first fig like shield","random"
22,"pqesetud","my fig 1 looks like a shield","fig look like shield","random"
24,"pqesetud","My 1st figure looks like an antennae","st figure look like antenna","random"
2,"pqesetud","Hi ","hello","random"
16,"pqesetud","hello","hello","random"
21,"pqesetud","has 4 points on top part","point top part","random"
14,"pqesetud","What does your figure 1 look like?","figure look like","random"
23,"pqesetud","my first figure looks like antenna","first figure look like antenna","random"
20,"pqesetud","my fig1 looks like a spiky shield","fig look like spiky shield","random"
24,"pqesetud","like those bugs have :)","like bug","random"
22,"pqesetud","and my fig 2 looks like antennae","fig look like antenna","random"
23,"pqesetud","loke of a bug","loke bug","random"
21,"pqesetud","and narrow on the bottom","narrow bottom","random"
5,"pqesetud","Fig 1 - Does it look like antennae?","fig look like antenna","random"
1,"pqesetud","My figure 1 looks like a shield of some sorts","figure look like shield sort","random"
23,"pqesetud","and then the second is like a shield","2 like shield","random"
23,"pqesetud","with spikes","spike","random"
21,"pqesetud","are you there?","","random"
24,"pqesetud","and my 2nd figure looks like a shield. It has pointy edges","nd figure look like shield pointy edge","random"
2,"pqesetud","Yes mine are the same ","yes mine","random"
14,"pqesetud","my fig 2 has antennas","fig antenna","random"
24,"pqesetud","Can you spot them?","can spot","random"
20,"pqesetud","my fig2 like a pair of rounded antennae (like on top of a slug)","fig like pair round antenna like top slug","random"
23,"pqesetud","nice","nice","random"
7,"pqesetud","fig 1 like a star with legs","fig like star leg","random"
4,"pqesetud","my figure 2 looks like a a horse shoe with a crescent moon on its side under it","figure look like horse shoe crescent moon side","random"
22,"pqesetud","wbu","wbu","random"
5,"pqesetud","so does your figure one look like a holly leaf?","figure one look like holly leaf","random"
23,"pqesetud","we call them antenna and shield?","call antenna shield","random"
18,"pqesetud","That's fig 2 for me","thats fig","random"
14,"pqesetud","yeah","yes","random"
4,"pqesetud","my figure 1 also looks like a shield","figure also look like shield","random"
2,"pqesetud","Sounds good to me ","sound good","random"
20,"pqesetud","are yours in teh same order?","teh order","random"
23,"pqesetud","great","great","random"
5,"pqesetud","ok cool - ok with naming them antennae and holly","okay cool okay name antenna holly","random"
21,"pqesetud","helloooooo?","helloooooo","random"
22,"pqesetud","what does your fig 1 look like","fig look like","random"
7,"pqesetud","fig2 like a swan ","fig like swan","random"
14,"pqesetud","yeah that works","yes work","random"
1,"pqesetud","Ok, my figure two looks like a horse shoe as well","okay figure two look like horse shoe good","random"
17,"pqesetud","Hi my first figure is like a bone standing horizontal","hello first figure like bone stand horizontal","random"
24,"pqesetud","maybe your fig 1 is my shield one?","maybe fig shield one","random"
5,"pqesetud","perfect","perfect","random"
17,"pqesetud","Yes i am here","yes","random"
21,"pqesetud","is it like a shield?","like shield","random"
18,"pqesetud","Does it not look more like a shield shape with the antennae?","look like shield shape antenna","random"
1,"pqesetud","What should we name each?","name","random"
23,"pqesetud",":)","","random"
21,"pqesetud","i am calling that one shield","call one shield","random"
5,"pqesetud","did you get your first question right?","get first question right","random"
16,"pqesetud","my fig 1 looks like two snail facing each other FML","fig look like two snail face fml","random"
17,"pqesetud","No ","","random"
20,"pqesetud","ok","okay","random"
24,"pqesetud","amaybe my antennae is your swan and shield one is your star with legs :D","amaybe antenna swan shield one star leg have","random"
7,"pqesetud","i think","think","random"
18,"pqesetud","or a snail stuff","snail stuff","random"
1,"pqesetud","Shield and horse shoe?","shield horse shoe","random"
17,"pqesetud","Okay, sheild then","okay sheild","random"
22,"pqesetud","ok that's my fig 2","okay thats fig","random"
4,"pqesetud","Should we name them figure 1 is shield and figure 2 is horse shoe","name figure shield figure horse shoe","random"
14,"pqesetud","I dont have any questions rn","do question rn","random"
21,"pqesetud","the other one antennae?","one antenna","random"
4,"pqesetud","perfect!","perfect","random"
2,"pqesetud",":)","","random"
18,"pqesetud","the one you mentioned is fig 1 for me","one mention fig","random"
5,"pqesetud","Hi","hello","random"
24,"pqesetud","Hello","hello","random"
4,"pqesetud","hello","hello","random"
16,"pqesetud","hi","hello","random"
22,"pqesetud","hi","hello","random"
17,"pqesetud","Hi","hello","random"
20,"pqesetud","hey","hey","random"
22,"pqesetud","my fig 1 looks like a shield ","fig look like shield","random"
4,"pqesetud","my figure 1 looks like a horse shoe","figure look like horse shoe","random"
23,"pqesetud","hello my friend","hello friend","random"
21,"pqesetud","hi","hello","random"
2,"pqesetud","Hi","hello","random"
13,"pqesetud","Hi","hello","random"
19,"pqesetud","hey","hey","random"
5,"pqesetud","Does your figure 1 look like bug antennae? or a Holly leaf?","figure look like bug antenna holly leaf","random"
4,"pqesetud","my figure 2 looks like a shield","figure look like shield","random"
24,"pqesetud","my first figure looks like a pair of bug antennae","first figure look like pair bug antenna","random"
3,"pqesetud","hallo!","hallo","random"
15,"pqesetud","Hello","hello","random"
23,"pqesetud","my figure 1 looks like antenna","figure look like antenna","random"
20,"pqesetud","my fig1 looks like a pair of rounded antennae","fig look like pair round antenna","random"
22,"pqesetud","and my fig 2 looks like antennae","fig look like antenna","random"
21,"pqesetud","my first figure is like antennae","first figure like antenna","random"
17,"pqesetud","My first figure is like a bone","first figure like bone","random"
21,"pqesetud","of a bug","bug","random"
20,"pqesetud","like on a slug","like slug","random"
23,"pqesetud","of  abug","abug","random"
13,"pqesetud","My figure one looks sort of like a ""U"" shape","figure one look sort like u shape","random"
19,"pqesetud","my figure 1 looks like a dragons head","figure look like dragon head","random"
23,"pqesetud","and then figure 2 like a shield ","figure like shield","random"
20,"pqesetud","my fig2 like a spiky shield","fig like spiky shield","random"
23,"pqesetud","with spikes","spike","random"
2,"pqesetud","Yes mine too ","yes mine","random"
3,"pqesetud","with a weird curve underneath?","weird curve underneath","random"
21,"pqesetud","your first fig is also like a shield?","first fig also like shield","random"
24,"pqesetud","And the other one looks like a shield to me with pointy edges or dragon face","one look like shield pointy edge dragon face","random"
22,"pqesetud","i am not sure, is it spiky","sure spiky","random"
15,"pqesetud","My figure one looks like that too","figure one look like","random"
20,"pqesetud","yes","yes","random"
23,"pqesetud","nice","nice","random"
16,"pqesetud","bug antennae","bug antenna","random"
19,"pqesetud","correct","correct","random"
13,"pqesetud","Ok, my figure 2 looks like a club of sorts","okay figure look like club sort","random"
15,"pqesetud","and my figure two as well","figure two good","random"
4,"pqesetud","should we name them shield and horseshoe?","name shield horseshoe","random"
2,"pqesetud","Same ","","random"
21,"pqesetud","calling it shield?","call shield","random"
3,"pqesetud","your fig 1 is my fig 2","fig fig","random"
13,"pqesetud","Awesome","awesome","random"
19,"pqesetud","sure","sure","random"
23,"pqesetud","shall we name them antenna and shield?","shall name antenna shield","random"
21,"pqesetud","great","great","random"
16,"pqesetud","fig 2 looks like holly leaf","fig look like holly leaf","random"
2,"pqesetud","What shall we call them?","shall call","random"
24,"pqesetud","Maybe the bone also looks like my 2nd figure? Shield?","maybe bone also look like nd figure shield","random"
15,"pqesetud","Sure","sure","random"
21,"pqesetud","the other one is like antennae","one like antenna","random"
17,"pqesetud","my looks thesame","look thesame","random"
21,"pqesetud","that are about to touch each other","touch","random"
21,"pqesetud","haha","haha","random"
19,"pqesetud","figure 2 looks like an antennae yes","figure look like antenna yes","random"
20,"pqesetud","ok","okay","random"
21,"pqesetud","great!","great","random"
22,"pqesetud"," okk i think that's the same as mine fig 1","okk think thats mine fig","random"
5,"pqesetud","brilliant, you ok with me naming them Antennae and Holly?","brilliant okay name antenna holly","random"
13,"pqesetud","Uhhh...""U shape"" and ""Pointy club""?","uhhhu shape pointy club","random"
17,"pqesetud","what should we call first and second?","call first 2","random"
21,"pqesetud","calling it antenna?","call antenna","random"
19,"pqesetud","sure","sure","random"
20,"pqesetud","so i enter 1 = antennae, 2 = shield","enter antenna shield","random"
3,"pqesetud","and then the fig 1 is your fig 2","fig fig","random"
13,"pqesetud","lol","lol","random"
23,"pqesetud","nice","nice","random"
16,"pqesetud","yes","yes","random"
2,"pqesetud","Sounds good ","sound good","random"
23,"pqesetud","ggs","ggs","random"
13,"pqesetud","Great","great","random"
3,"pqesetud","yeah sounds perfect to me","yes sound perfect","random"
24,"pqesetud","so your first is my antennae? and your 2nd is my shield?","first antenna nd shield","random"
22,"pqesetud","the other one looks like a bug's antennae","one look like bug antenna","random"
5,"pqesetud","would you like to know what order i have mine in?","like know order mine","random"
20,"pqesetud","done!","do","random"
17,"pqesetud","Exactly","exactly","random"
22,"pqesetud","the round on the top","round top","random"
16,"pqesetud","yes please","yes please","random"
3,"pqesetud","perfect","perfect","random"
24,"pqesetud","gotcha","gotcha","random"
22,"pqesetud","yep sounds about right ","yep sound right","random"
3,"pqesetud","how are you?","","random"
5,"pqesetud","Antennae - 1 Holly - 2","antenna holly","random"
2,"pqesetud",":)","","random"
20,"pqesetud","2 ppoints for us!","ppoints us","random"
24,"pqesetud","Should I call them the same ?","call","random"
15,"pqesetud","Do we just wait until the timer runs out to answer?","just wait timer run answer","random"
17,"pqesetud","yes","yes","random"
13,"pqesetud","Good luck with your other rounds of the game","good luck round game","random"
23,"pqesetud","no answer right away","answer right away","random"
2,"pqesetud","u 2","u","random"
22,"pqesetud","hey","hey","random"
21,"pqesetud","hi","hello","random"
13,"pqesetud","Hello","hello","random"
1,"pqesetud","hello","hello","random"
23,"pqesetud","good evening","good even","random"
14,"pqesetud","hi","hello","random"
20,"pqesetud","hey!","hey","random"
4,"pqesetud","hello","hello","random"
5,"pqesetud","Hi","hello","random"
19,"pqesetud","my figure one looks like an antenna","figure one look like antenna","random"
9,"pqesetud","Hi","hello","random"
21,"pqesetud","my first fig is like antennae","first fig like antenna","random"
3,"pqesetud","hello","hello","random"
15,"pqesetud","Hello","hello","random"
22,"pqesetud","my fig 1 looks like a pointy shield","fig look like pointy shield","random"
21,"pqesetud","of a bug","bug","random"
13,"pqesetud","My shape 1 looks like a ""U"" shape","shape look like u shape","random"
17,"pqesetud","Hi","hello","random"
23,"pqesetud","my figure 1 looks like antenna","figure look like antenna","random"
4,"pqesetud","my figure 2 looks like a horse shoe","figure look like horse shoe","random"
18,"pqesetud","hello","hello","random"
20,"pqesetud","my fig1 looks like a spiky shield","fig look like spiky shield","random"
22,"pqesetud","and my fig 2 looks like antennae","fig look like antenna","random"
24,"pqesetud","Hi","hello","random"
7,"pqesetud","hi","hello","random"
21,"pqesetud","like two of them are about to touch each other","like two touch","random"
14,"pqesetud","same","","random"
9,"pqesetud","What does your figure one look like?","figure one look like","random"
4,"pqesetud","sorry i meant 1","sorry mean","random"
19,"pqesetud","hey!","hey","random"
17,"pqesetud","same as mine","mine","random"
6,"pqesetud","same","","random"
15,"pqesetud","My figure 1 looks like a shield ","figure look like shield","random"
5,"pqesetud","Does your Fig.1 Look like a Holly leaf?","fig look like holly leaf","random"
22,"pqesetud","what about yours","","random"
23,"pqesetud","and my figure two like a shield with spikes","figure two like shield spike","random"
24,"pqesetud","Oh, that is my 2nd I think","oh nd think","random"
14,"pqesetud","oh","oh","random"
4,"pqesetud","my figure 2 looks like a shield","figure look like shield","random"
21,"pqesetud","great! calling it antenna","great call antenna","random"
23,"pqesetud","yay","yay","random"
21,"pqesetud","?","","random"
20,"pqesetud","my fig2 like a pair of rounded antennae","fig like pair round antenna","random"
6,"pqesetud","ok","okay","random"
9,"pqesetud","that is the same for my figure 2","figure","random"
19,"pqesetud","my figure 2 looks like a shield","figure look like shield","random"
5,"pqesetud","or a bug antennae?","bug antenna","random"
23,"pqesetud","so we call them antenna and shield?","call antenna shield","random"
21,"pqesetud","the other is like shield","like shield","random"
3,"pqesetud","fig 1 looks like a spikey shield","fig look like spikey shield","random"
1,"pqesetud","ok, like a horse shoe?","okay like horse shoe","random"
14,"pqesetud","the shield is my fig 1","shield fig","random"
17,"pqesetud","Same as mine","mine","random"
4,"pqesetud","i think we may have opposites","think may opposite","random"
13,"pqesetud","Yeah","yes","random"
21,"pqesetud","it is pointy","pointy","random"
22,"pqesetud","cool","cool","random"
7,"pqesetud","my fig 1 looks like a swans ","fig look like swan","random"
24,"pqesetud","Perfect","perfect","random"
14,"pqesetud","yeah","yes","random"
20,"pqesetud","is taht the same for you?","taht","random"
16,"pqesetud","fig 1 is a bug antennae ","fig bug antenna","random"
4,"pqesetud","perfect","perfect","random"
15,"pqesetud","What does yours look like","look like","random"
1,"pqesetud","ok, mine does as well","okay mine good","random"
9,"pqesetud","its spiky and skinner at the bottom of the shield","spiky skinner bottom shield","random"
24,"pqesetud","it has pointy edges right?","pointy edge right","random"
18,"pqesetud","definitely Holly leaf\","definitely holly leaf","random"
6,"pqesetud","like a dragon face?","like dragon face","random"
13,"pqesetud","And figure 2 is like a pointy club/hairbrush shape","figure like pointy clubhairbrush shape","random"
21,"pqesetud","yes!!","yes","random"
9,"pqesetud","skinnier^","skinny","random"
15,"pqesetud","Okay that's my figure two","okay thats figure two","random"
23,"pqesetud","greeat","greeat","random"
4,"pqesetud","should we name them shield and horse shoe?","name shield horse shoe","random"
6,"pqesetud","ok","okay","random"
17,"pqesetud","Antenna and shield then.","antenna shield","random"
7,"pqesetud","and fig 2 like a sea star","fig like sea star","random"
21,"pqesetud","calling it shield?","call shield","random"
19,"pqesetud","yes figure 2 has pointy edges","yes figure pointy edge","random"
22,"pqesetud","i am calling them shield and antennae then?","call shield antenna","random"
1,"pqesetud","the figure two looks like a shield?","figure two look like shield","random"
23,"pqesetud","perfect","perfect","random"
5,"pqesetud","So holly leaf is fig.1 and bug antennae is fig.2?","holly leaf fig bug antenna fig","random"
8,"pqesetud","hello that's my figure 2","hello thats figure","random"
14,"pqesetud","yea that works","yea work","random"
6,"pqesetud","thats my fig 2, yes","thats fig yes","random"
18,"pqesetud","fig 2 is the snail antenae","fig snail antenae","random"
20,"pqesetud","yes!","yes","random"
8,"pqesetud","is it long at the bottom?","long bottom","random"
21,"pqesetud","great!","great","random"
23,"pqesetud","well played","good play","random"
5,"pqesetud","perfect! Are you ok with me naming them. holly and snail?","perfect okay name holly snail","random"
24,"pqesetud","ok, 2: shield 1: antennae then","okay shield antenna","random"
3,"pqesetud","its long going straight down","long go straight","random"
18,"pqesetud","yes","yes","random"
17,"pqesetud","Thank you","thank","random"
13,"pqesetud","Maybe the top part of it, it has a long handle type piece and a broader top piece","maybe top part long handle type piece broad top piece","random"
16,"pqesetud","fig 2 is a holly leaf","fig holly leaf","random"
19,"pqesetud","sure thing","sure thing","random"
5,"pqesetud","brilliant","brilliant","random"
24,"pqesetud","good doing business with ya","good business you","random"
18,"pqesetud","holly and snail it is","holly snail","random"
3,"pqesetud","what should we call it?","call","random"
6,"pqesetud","fig 1 antenna, fig 2 shield to clarify","fig antenna fig shield clarify","random"
19,"pqesetud","likewise ^^","likewise","random"
1,"pqesetud","Yeah, thats my figure 2 as well","yes thats figure good","random"
22,"pqesetud","great! cheers","great cheer","random"
20,"pqesetud","ok, so I entered 1 = shield, 2 = antenne","okay enter shield antenne","random"
21,"pqesetud","yes","yes","random"
9,"pqesetud","My figure one kind of looks like an arrow facing down with a more rounded shield in the middle and two long arms around it","figure one kind look like arrow face round shield middle two long arm around","random"
13,"pqesetud","Oh great","oh great","random"
6,"pqesetud","ok cool","okay cool","random"
8,"pqesetud","shield?","shield","random"
1,"pqesetud","What should we name them?","name","random"
5,"pqesetud",":)","","random"
9,"pqesetud","antenne thats the word i was looking for","antenne thats word look","random"
13,"pqesetud","Horseshoe and shield?","horseshoe shield","random"
1,"pqesetud","okk!","okk","random"
16,"pqesetud","u good>","u good","random"
13,"pqesetud","awesome","awesome","random"
23,"pqesetud","I wish you luck in your future endeavors","wish luck future endeavor","random"
3,"pqesetud","perfect","perfect","random"
20,"pqesetud","oh, so antennae is your fig1?","oh antenna fig","random"
15,"pqesetud","okay","okay","random"
18,"pqesetud","giraffe head?","giraffe head","random"
9,"pqesetud","my 2 is shield and 1 is antennae","shield antenna","random"
18,"pqesetud","i mean the fig 1","mean fig","random"
1,"pqesetud","Hello","hello","random"
19,"pqesetud","hey","hey","random"
9,"pqesetud","Hello","hello","random"
2,"pqesetud","Hi ","hello","random"
19,"pqesetud","my figure 1 looks like a shield","figure look like shield","random"
18,"pqesetud","hi","hello","random"
18,"pqesetud","fig 1 giraffe head","fig giraffe head","random"
9,"pqesetud","My figure one is a spiky shield that is skinner at the bottom","figure one spiky shield skinner bottom","random"
1,"pqesetud","my figure 1 is a ""u"" shape","figure u shape","random"
2,"pqesetud","My figure 2 looks like a shield","figure look like shield","random"
9,"pqesetud","is it spiky?","spiky","random"
15,"pqesetud","Hello, that my figure 2","hello figure","random"
18,"pqesetud","yeap","yeap","random"
19,"pqesetud","so we call it a shield","call shield","random"
15,"pqesetud","that's*","thats","random"
2,"pqesetud","Yep ","yep","random"
19,"pqesetud","my figure 2 looks like an antenna","figure look like antenna","random"
1,"pqesetud","the pointy shield for me is the figure 2","pointy shield figure","random"
15,"pqesetud","sure","sure","random"
8,"pqesetud","same as mine on figure 1","mine figure","random"
18,"pqesetud","fig 2, the snail antennae?","fig snail antenna","random"
9,"pqesetud","perfect then do you some sort of antennae arrow shape for your fig 2","perfect sort antenna arrow shape fig","random"
8,"pqesetud","shall we call it swans","shall call swan","random"
2,"pqesetud","My figure 1 looks like antenna","figure look like antenna","random"
9,"pqesetud","yep","yep","random"
19,"pqesetud","alright, calling it an antenna","alright call antenna","random"
15,"pqesetud","that's my figure 1","thats figure","random"
2,"pqesetud","yep ","yep","random"
8,"pqesetud","?my figure 2 is like a pointy shield","figure like pointy shield","random"
2,"pqesetud",":)","","random"
18,"pqesetud","brilliant","brilliant","random"
15,"pqesetud","lets call it shield","let call shield","random"
1,"pqesetud","ok, so your figure 1 is my figure 2 and your figure 2 is my figure 1","okay figure figure figure figure","random"
9,"pqesetud","This has gone quick, thank you","go quick thank","random"
18,"pqesetud","what do you suggest the spiky could be?","suggest spiky","random"
9,"pqesetud","personally it strikes me as a shield of sorts","personally strike shield sort","random"
8,"pqesetud","sorry i misread swans is 1 and shield is 2","sorry misread swan shield","random"
18,"pqesetud","well","good","random"
9,"pqesetud","although it is too skinny at the bottom","although skinny bottom","random"
13,"pqesetud","Hello","hello","random"
9,"pqesetud","Hello","hello","random"
7,"pqesetud","hi","hello","random"
14,"pqesetud","hi","hello","random"
18,"pqesetud","hello","hello","random"
15,"pqesetud","my figure 1 looks like a shielf","figure look like shielf","random"
17,"pqesetud","Hi","hello","random"
13,"pqesetud","My figure 1 looks like a club/hairbrush type shape","figure look like clubhairbrush type shape","random"
15,"pqesetud","shield*","shield","random"
14,"pqesetud","what does ur fig 1 look like?","ur fig look like","random"
6,"pqesetud","fig 1 looks like a dragons face","fig look like dragon face","random"
7,"pqesetud","my fig 1 looks like a star ","fig look like star","random"
3,"pqesetud","that is my figure 2","figure","random"
18,"pqesetud","fig 1, snail antennae?","fig snail antenna","random"
2,"pqesetud","Same here ","","random"
9,"pqesetud","My figure 2 looks like a spiky shield/spike giraffe head","figure look like spiky shieldspike giraffe head","random"
18,"pqesetud","yours?","","random"
13,"pqesetud","And my figure 2 looks like a ""U""/horseshoe type shape","figure look like uhorseshoe type shape","random"
2,"pqesetud","2 looks like annenta ","look like annenta","random"
7,"pqesetud","and fig 2 like a heart","fig like heart","random"
15,"pqesetud","Okay, lets call it shield ","okay let call shield","random"
3,"pqesetud","perfect","perfect","random"
6,"pqesetud","same","","random"
8,"pqesetud","hello same and fig 2 is like a pointy shield","hello fig like pointy shield","random"
15,"pqesetud","and my figure two looks like an antenna","figure two look like antenna","random"
17,"pqesetud","My first looks like a shield and the second like an antenna","first look like shield 2 like antenna","random"
14,"pqesetud","the antenna is my fig 2","antenna fig","random"
3,"pqesetud","and figure 1 is a antennas for me","figure antenna","random"
6,"pqesetud","fig 1 dragon, fig 2 antenna","fig dragon fig antenna","random"
13,"pqesetud","Ok so I think your figure 1 is the same as mine","okay think figure mine","random"
14,"pqesetud","and the pointy shield is my fig 1","pointy shield fig","random"
17,"pqesetud","what is yours like?","like","random"
18,"pqesetud","yeah perfect","yes perfect","random"
2,"pqesetud","Sounds good ","sound good","random"
15,"pqesetud","okay lets call that antenna","okay let call antenna","random"
13,"pqesetud","and your 2 is my 2","","random"
6,"pqesetud","cool","cool","random"
13,"pqesetud","What do you wanna name them?","wanna name","random"
18,"pqesetud","let's name the figures","let name figure","random"
2,"pqesetud",":)","","random"
9,"pqesetud","My first one looks like an antenna and my second one looks like a shield","first one look like antenna 2 one look like shield","random"
9,"pqesetud","so the opposite of yours","opposite","random"
8,"pqesetud","snail and shield?","snail shield","random"
17,"pqesetud","Okay ","okay","random"
3,"pqesetud","amazing","amaze","random"
7,"pqesetud","yes is the same","yes","random"
18,"pqesetud","not bad","bad","random"
13,"pqesetud","Ok cool","okay cool","random"
18,"pqesetud","the point shield looks more like a giraffe head though","point shield look like giraffe head though","random"
17,"pqesetud","So my second is same as your first and my first same as your second","2 first first 2","random"
14,"pqesetud","yep","yep","random"
9,"pqesetud","correct ","correct","random"
18,"pqesetud","snail and giraffe","snail giraffe","random"
18,"pqesetud","??","","random"
14,"pqesetud","hi","hello","random"
9,"pqesetud","Hello","hello","random"
19,"pqesetud","hey","hey","random"
13,"pqesetud","Hello","hello","random"
3,"pqesetud","figure one is a shield that is long at the bottom","figure one shield long bottom","random"
19,"pqesetud","my figure 1 looks like a shield","figure look like shield","random"
14,"pqesetud","same","","random"
6,"pqesetud","fig 1 looks like bug antennas touching","fig look like bug antenna touch","random"
8,"pqesetud","hello my figure 1 looks like a shield too","hello figure look like shield","random"
14,"pqesetud","is ur fig 2 the antenna thingy then?","ur fig antenna thingy","random"
3,"pqesetud","and figure two looks like antennas","figure two look like antenna","random"
3,"pqesetud","yeah","yes","random"
9,"pqesetud","My figure one looks like a spiky shield/spiky giraffe head","figure one look like spiky shieldspiky giraffe head","random"
16,"pqesetud","hi my fig 1 is holly leaf","hello fig holly leaf","random"
13,"pqesetud","So my figure one looks like a club/hairbrush type shape","figure one look like clubhairbrush type shape","random"
14,"pqesetud","im gonna call them shield and antenna then","im gonna call shield antenna","random"
19,"pqesetud","its a match then, so we are calling it a shield","match call shield","random"
9,"pqesetud","your fig 1 looks like my fig 2","fig look like fig","random"
14,"pqesetud","that cool?","cool","random"
3,"pqesetud","perfect","perfect","random"
13,"pqesetud","What about your figure 2?","figure","random"
6,"pqesetud","ok that's my fig 2","okay thats fig","random"
19,"pqesetud","my figure 2 looks like an antenna","figure look like antenna","random"
16,"pqesetud","2 is a bug antennae","bug antenna","random"
9,"pqesetud","so it seems we have the opposite layout","seem opposite layout","random"
13,"pqesetud","lol ok","lol okay","random"
13,"pqesetud","so mine are the same","mine","random"
8,"pqesetud","yes 2?","yes","random"
6,"pqesetud","okay so fig 1 antenna, fig 2 shield. but yours is in reverse?","okay fig antenna fig shield reverse","random"
16,"pqesetud","good","good","random"
19,"pqesetud","yes","yes","random"
9,"pqesetud","yes for my fig 1 shield, fig 2 antenna","yes fig shield fig antenna","random"
8,"pqesetud","antenna?","antenna","random"
6,"pqesetud","okay cool","okay cool","random"
3,"pqesetud","we did that quite fast","quite fast","random"
19,"pqesetud","sure lets call it an antenna","sure let call antenna","random"
8,"pqesetud","done","do","random"
19,"pqesetud","have a nice day ^^","nice day","random"
8,"pqesetud","you too","","random"
13,"pqesetud","Im gonna use what you called them for the names","im gonna use call name","random"
9,"pqesetud","have a good day","good day","random"
16,"pqesetud","perfect","perfect","random"
6,"pqesetud","fig 1 looks like bug antennas touching. fig 2 looks like a shirld","fig look like bug antenna touch fig look like shirld","random"
6,"pqesetud","okay so ours are in reverse","okay reverse","random"
6,"pqesetud","okay cool","okay cool","random"
23,"e4n3narf","hello","hello","highly-clustered"
7,"e4n3narf","hi","hello","highly-clustered"
23,"e4n3narf","My first figure looks like a shield","first figure look like shield","highly-clustered"
23,"e4n3narf","with spikes","spike","highly-clustered"
7,"e4n3narf","Yeah i see that","yes see","highly-clustered"
23,"e4n3narf","which one is it for you?","one","highly-clustered"
